datetime	speed	x	y	z	d	speed_real
2014-01-05_19:36:39_328241	19.0	-262.0	110.0	-4.0	0.0	292
2014-01-05_19:36:39_431679	19.2	-262.0	110.0	-4.0	0.0	292
2014-01-05_19:36:39_535070	19.4	-262.0	110.0	-4.0	0.0	293
2014-01-05_19:36:39_638480	19.6	60.0	211.0	-205.0	0.0	294
2014-01-05_19:36:39_741854	19.8	60.0	211.0	-205.0	0.0	295
2014-01-05_19:36:39_845265	20.0	60.0	211.0	-205.0	0.0	295
2014-01-05_19:36:39_948686	20.2	-142.0	73.0	37.0	0.0	296
2014-01-05_19:36:40_052071	20.4	-142.0	73.0	37.0	0.0	297
2014-01-05_19:36:40_155492	20.6	-142.0	73.0	37.0	0.0	298
2014-01-05_19:36:40_258883	20.8	189.0	87.0	-73.0	0.0	299
2014-01-05_19:36:40_362402	21.0	189.0	87.0	-73.0	0.0	299
2014-01-05_19:36:40_465748	21.2	189.0	87.0	-73.0	0.0	300
2014-01-05_19:36:40_569236	21.4	-144.0	33.0	295.0	0.0	301
2014-01-05_19:36:40_672638	21.6	-144.0	33.0	295.0	0.0	302
2014-01-05_19:36:40_776115	21.8	-144.0	33.0	295.0	0.0	302
2014-01-05_19:36:40_879610	22.0	-169.0	223.0	241.0	0.0	303
2014-01-05_19:36:40_983016	22.2	-169.0	223.0	241.0	0.0	304
2014-01-05_19:36:41_086411	22.4	-169.0	223.0	241.0	0.0	305
2014-01-05_19:36:41_189813	22.6	-170.0	241.0	511.0	0.0	305
2014-01-05_19:36:41_293216	22.8	-170.0	241.0	511.0	0.0	306
2014-01-05_19:36:41_396620	23.0	-170.0	241.0	511.0	0.0	307
2014-01-05_19:36:41_500022	23.2	511.0	-84.0	-512.0	0.0	308
2014-01-05_19:36:41_603429	23.4	511.0	-84.0	-512.0	0.0	308
2014-01-05_19:36:41_706859	23.6	511.0	-84.0	-512.0	0.0	309
2014-01-05_19:36:41_810272	23.8	511.0	92.0	-512.0	0.0	310
2014-01-05_19:36:41_913652	24.0	511.0	92.0	-512.0	0.0	311
2014-01-05_19:36:42_017056	24.2	511.0	92.0	-512.0	0.0	311
2014-01-05_19:36:42_120449	24.4	511.0	-41.0	-512.0	0.0	312
2014-01-05_19:36:42_223885	24.6	511.0	-41.0	-512.0	0.0	313
2014-01-05_19:36:42_327308	24.8	511.0	-41.0	-512.0	0.0	314
2014-01-05_19:36:42_430713	25.0	511.0	-415.0	-512.0	0.0	314
2014-01-05_19:36:42_534146	25.2	511.0	-415.0	-512.0	0.0	315
2014-01-05_19:36:42_637556	25.4	511.0	-415.0	-512.0	0.0	316
2014-01-05_19:36:42_740915	25.6	-512.0	132.0	194.0	0.0	317
2014-01-05_19:36:42_844327	25.8	-512.0	132.0	194.0	0.0	318
2014-01-05_19:36:42_947764	26.0	-512.0	132.0	194.0	0.0	318
2014-01-05_19:36:43_051190	26.2	511.0	-187.0	-512.0	0.0	319
2014-01-05_19:36:43_154679	26.4	511.0	-187.0	-512.0	0.0	320
2014-01-05_19:36:43_258143	26.6	511.0	-187.0	-512.0	0.0	321
2014-01-05_19:36:43_361568	26.8	-150.0	150.0	-54.0	0.0	321
2014-01-05_19:36:43_464921	27.0	-150.0	150.0	-54.0	0.0	322
2014-01-05_19:36:43_568426	27.2	-150.0	150.0	-54.0	0.0	323
2014-01-05_19:36:43_671810	27.4	-155.0	222.0	79.0	0.0	324
2014-01-05_19:36:43_775200	27.6	-155.0	222.0	79.0	0.0	324
2014-01-05_19:36:43_878617	27.8	-155.0	222.0	79.0	0.0	325
2014-01-05_19:36:43_982036	28.0	377.0	-21.0	-471.0	0.0	326
2014-01-05_19:36:44_085444	28.2	377.0	-21.0	-471.0	0.0	327
2014-01-05_19:36:44_188853	28.4	377.0	-21.0	-471.0	0.0	327
2014-01-05_19:36:44_292241	28.6	195.0	275.0	94.0	0.0	328
2014-01-05_19:36:44_395641	28.8	195.0	275.0	94.0	0.0	329
2014-01-05_19:36:44_499100	29.0	195.0	275.0	94.0	0.0	330
2014-01-05_19:36:44_602510	29.2	261.0	235.0	114.0	0.0	330
2014-01-05_19:36:44_705936	29.4	261.0	235.0	114.0	0.0	331
2014-01-05_19:36:44_809656	29.6	261.0	235.0	114.0	0.0	332
2014-01-05_19:36:44_913019	29.8	95.0	37.0	-242.0	0.0	333
2014-01-05_19:36:45_016522	30.0	95.0	37.0	-242.0	0.0	333
2014-01-05_19:36:45_119933	30.2	95.0	37.0	-242.0	0.0	334
2014-01-05_19:36:45_223324	30.4	71.0	-20.0	-80.0	0.0	335
2014-01-05_19:36:45_326767	30.6	71.0	-20.0	-80.0	0.0	336
2014-01-05_19:36:45_430174	30.8	71.0	-20.0	-80.0	0.0	337
2014-01-05_19:36:45_533556	31.0	511.0	90.0	-84.0	0.0	337
2014-01-05_19:36:45_636980	31.2	511.0	90.0	-84.0	0.0	338
2014-01-05_19:36:45_740341	31.4	511.0	90.0	-84.0	0.0	339
2014-01-05_19:36:45_843752	31.6	-128.0	173.0	-142.0	0.0	340
2014-01-05_19:36:45_947202	31.8	-128.0	173.0	-142.0	0.0	340
2014-01-05_19:36:46_050632	32.0	-128.0	173.0	-142.0	0.0	341
2014-01-05_19:36:46_154093	32.2	336.0	94.0	-278.0	0.0	342
2014-01-05_19:36:46_257502	32.4	336.0	94.0	-278.0	0.0	343
2014-01-05_19:36:46_360913	32.6	336.0	94.0	-278.0	0.0	343
2014-01-05_19:36:46_464344	32.8	426.0	76.0	-397.0	0.0	344
2014-01-05_19:36:46_567774	33.0	426.0	76.0	-397.0	0.0	345
2014-01-05_19:36:46_671183	33.2	426.0	76.0	-397.0	0.0	346
2014-01-05_19:36:46_774582	33.4	-148.0	96.0	-23.0	0.0	346
2014-01-05_19:36:46_878094	33.6	-148.0	96.0	-23.0	0.0	347
2014-01-05_19:36:46_981510	33.8	-148.0	96.0	-23.0	0.0	348
2014-01-05_19:36:47_084884	34.0	116.0	55.0	-291.0	0.0	349
2014-01-05_19:36:47_188314	34.2	116.0	55.0	-291.0	0.0	349
2014-01-05_19:36:47_291713	34.4	116.0	55.0	-291.0	0.0	350
2014-01-05_19:36:47_395161	34.6	-296.0	35.0	-7.0	0.0	351
2014-01-05_19:36:47_498626	34.8	-296.0	35.0	-7.0	0.0	352
2014-01-05_19:36:47_602067	35.0	-296.0	35.0	-7.0	0.0	352
2014-01-05_19:36:47_705460	35.2	-228.0	-129.0	70.0	0.0	353
2014-01-05_19:36:47_808893	35.4	-228.0	-129.0	70.0	0.0	354
2014-01-05_19:36:47_912251	35.6	-228.0	-129.0	70.0	0.0	355
2014-01-05_19:36:48_015648	35.8	-279.0	-60.0	218.0	0.0	356
2014-01-05_19:36:48_119060	36.0	-279.0	-60.0	218.0	0.0	356
2014-01-05_19:36:48_222457	36.2	-279.0	-60.0	218.0	0.0	357
2014-01-05_19:36:48_325855	36.4	-140.0	100.0	-109.0	0.0	358
2014-01-05_19:36:48_429256	36.6	-140.0	100.0	-109.0	0.0	359
2014-01-05_19:36:48_532660	36.8	-140.0	100.0	-109.0	0.0	359
2014-01-05_19:36:48_636064	37.0	295.0	14.0	-512.0	0.0	360
2014-01-05_19:36:48_739670	37.2	295.0	14.0	-512.0	0.0	361
2014-01-05_19:36:48_844306	37.4	295.0	14.0	-512.0	0.0	362
2014-01-05_19:36:48_948432	37.6	153.0	38.0	-290.0	0.0	362
2014-01-05_19:36:49_051924	37.8	153.0	38.0	-290.0	0.0	363
2014-01-05_19:36:49_155364	38.0	153.0	38.0	-290.0	0.0	364
2014-01-05_19:36:49_258773	38.2	126.0	-143.0	-180.0	0.0	365
2014-01-05_19:36:49_362194	38.4	126.0	-143.0	-180.0	0.0	365
2014-01-05_19:36:49_465563	38.6	126.0	-143.0	-180.0	0.0	366
2014-01-05_19:36:49_569047	38.8	-480.0	122.0	255.0	0.0	367
2014-01-05_19:36:49_672471	39.0	-480.0	122.0	255.0	0.0	368
2014-01-05_19:36:49_775878	39.2	-480.0	122.0	255.0	0.0	368
2014-01-05_19:36:49_879302	39.4	-178.0	188.0	-268.0	0.0	369
2014-01-05_19:36:49_982756	39.6	-178.0	188.0	-268.0	0.0	370
2014-01-05_19:36:50_086141	39.8	-178.0	188.0	-268.0	0.0	371
2014-01-05_19:36:50_189626	40.0	13.0	220.0	56.0	0.0	372
2014-01-05_19:36:50_293016	40.2	13.0	220.0	56.0	0.0	372
2014-01-05_19:36:50_396434	40.4	13.0	220.0	56.0	0.0	373
2014-01-05_19:36:50_499883	40.6	-162.0	-25.0	-512.0	0.0	374
2014-01-05_19:36:50_603357	40.8	-162.0	-25.0	-512.0	0.0	375
2014-01-05_19:36:50_706776	41.0	-162.0	-25.0	-512.0	0.0	375
2014-01-05_19:36:50_810212	41.2	-38.0	55.0	-400.0	0.0	376
2014-01-05_19:36:50_913587	41.4	-38.0	55.0	-400.0	0.0	377
2014-01-05_19:36:51_017111	41.6	-38.0	55.0	-400.0	0.0	378
2014-01-05_19:36:51_120514	41.8	-9.0	-188.0	-296.0	0.0	378
2014-01-05_19:36:51_223917	42.0	-9.0	-188.0	-296.0	0.0	379
2014-01-05_19:36:51_327325	42.2	-9.0	-188.0	-296.0	0.0	380
2014-01-05_19:36:51_430722	42.4	85.0	-77.0	-378.0	0.0	381
2014-01-05_19:36:51_534131	42.6	85.0	-77.0	-378.0	0.0	381
2014-01-05_19:36:51_637545	42.8	85.0	-77.0	-378.0	0.0	382
2014-01-05_19:36:51_740888	43.0	0.0	-15.0	-116.0	0.0	383
2014-01-05_19:36:51_844290	43.2	0.0	-15.0	-116.0	0.0	384
2014-01-05_19:36:51_947711	43.4	0.0	-15.0	-116.0	0.0	384
2014-01-05_19:36:52_051136	43.6	-97.0	-202.0	-55.0	0.0	385
2014-01-05_19:36:52_154596	43.8	-97.0	-202.0	-55.0	0.0	386
2014-01-05_19:36:52_258031	44.0	-97.0	-202.0	-55.0	0.0	387
2014-01-05_19:36:52_361457	44.2	-317.0	-82.0	370.0	0.0	387
2014-01-05_19:36:52_464844	44.4	-317.0	-82.0	370.0	0.0	388
2014-01-05_19:36:52_568271	44.6	-317.0	-82.0	370.0	0.0	389
2014-01-05_19:36:52_671669	44.8	-512.0	-374.0	240.0	0.0	390
2014-01-05_19:36:52_775068	45.0	-512.0	-374.0	240.0	0.0	391
2014-01-05_19:36:52_878486	45.2	-512.0	-374.0	240.0	0.0	391
2014-01-05_19:36:52_981881	45.4	-143.0	-83.0	-9.0	0.0	392
2014-01-05_19:36:53_085277	45.6	-143.0	-83.0	-9.0	0.0	393
2014-01-05_19:36:53_188721	45.8	-143.0	-83.0	-9.0	0.0	394
2014-01-05_19:36:53_292135	46.0	172.0	72.0	-144.0	0.0	394
2014-01-05_19:36:53_395613	46.2	172.0	72.0	-144.0	0.0	395
2014-01-05_19:36:53_499103	46.4	172.0	72.0	-144.0	0.0	396
2014-01-05_19:36:53_602518	46.6	187.0	163.0	-465.0	0.0	397
2014-01-05_19:36:53_705962	46.8	187.0	163.0	-465.0	0.0	397
