datetime	speed	x	y	z	d	speed_real
2014-01-05_19:53:37_585164	8.2	172.0	219.0	-308.0	0.0	251
2014-01-05_19:53:37_689426	8.4	-16.0	130.0	-262.0	0.0	251
2014-01-05_19:53:37_793599	8.6	-16.0	130.0	-262.0	0.0	252
2014-01-05_19:53:37_897768	8.8	75.0	146.0	-265.0	0.0	253
2014-01-05_19:53:38_002091	9.0	59.0	141.0	-272.0	0.0	254
2014-01-05_19:53:38_106237	9.2	59.0	141.0	-272.0	0.0	254
2014-01-05_19:53:38_211722	9.4	32.0	131.0	-233.0	0.0	255
2014-01-05_19:53:38_316801	9.6	8.0	172.0	-220.0	0.0	256
2014-01-05_19:53:38_421809	9.8	8.0	172.0	-220.0	0.0	257
2014-01-05_19:53:38_526822	10.0	18.0	156.0	-244.0	0.0	258
2014-01-05_19:53:38_631764	10.2	84.0	197.0	-232.0	0.0	258
2014-01-05_19:53:38_736770	10.4	84.0	197.0	-232.0	0.0	259
2014-01-05_19:53:38_841763	10.6	-3.0	145.0	-236.0	0.0	260
2014-01-05_19:53:38_947169	10.8	-42.0	112.0	-173.0	0.0	261
2014-01-05_19:53:39_052301	11.0	-42.0	112.0	-173.0	0.0	261
2014-01-05_19:53:39_157661	11.2	100.0	125.0	-320.0	0.0	262
2014-01-05_19:53:39_262958	11.4	18.0	116.0	-189.0	0.0	263
2014-01-05_19:53:39_368589	11.6	18.0	116.0	-189.0	0.0	264
2014-01-05_19:53:39_474003	11.8	82.0	190.0	-243.0	0.0	264
2014-01-05_19:53:39_579427	12.0	75.0	147.0	-253.0	0.0	265
2014-01-05_19:53:39_684426	12.2	75.0	147.0	-253.0	0.0	266
2014-01-05_19:53:39_790047	12.4	-6.0	149.0	-227.0	0.0	267
2014-01-05_19:53:39_895000	12.6	146.0	147.0	-245.0	0.0	267
2014-01-05_19:53:40_000328	12.8	146.0	147.0	-245.0	0.0	268
2014-01-05_19:53:40_105763	13.0	145.0	178.0	-290.0	0.0	269
2014-01-05_19:53:40_211350	13.2	238.0	261.0	-268.0	0.0	270
2014-01-05_19:53:40_316975	13.4	238.0	261.0	-268.0	0.0	270
2014-01-05_19:53:40_421979	13.6	-333.0	-68.0	-191.0	0.0	271
2014-01-05_19:53:40_526988	13.8	-162.0	52.0	-193.0	0.0	272
2014-01-05_19:53:40_632297	14.0	-162.0	52.0	-193.0	0.0	273
2014-01-05_19:53:40_737606	14.2	123.0	220.0	-190.0	0.0	273
2014-01-05_19:53:40_842606	14.4	-55.0	60.0	-257.0	0.0	274
2014-01-05_19:53:40_947631	14.6	-55.0	60.0	-257.0	0.0	275
2014-01-05_19:53:41_052667	14.8	-14.0	108.0	-196.0	0.0	276
2014-01-05_19:53:41_157716	15.0	14.0	182.0	-205.0	0.0	276
2014-01-05_19:53:41_262741	15.2	14.0	182.0	-205.0	0.0	277
2014-01-05_19:53:41_367722	15.4	22.0	147.0	-237.0	0.0	278
2014-01-05_19:53:41_471972	15.6	47.0	149.0	-267.0	0.0	279
2014-01-05_19:53:41_576480	15.8	47.0	149.0	-267.0	0.0	280
2014-01-05_19:53:41_681928	16.0	-13.0	143.0	-173.0	0.0	280
2014-01-05_19:53:41_787340	16.2	-22.0	159.0	-228.0	0.0	281
2014-01-05_19:53:41_892328	16.4	65.0	203.0	-245.0	0.0	282
2014-01-05_19:53:41_997407	16.6	65.0	203.0	-245.0	0.0	283
2014-01-05_19:53:42_102460	16.8	100.0	215.0	-250.0	0.0	283
2014-01-05_19:53:42_207502	17.0	162.0	226.0	-233.0	0.0	284
2014-01-05_19:53:42_312548	17.2	162.0	226.0	-233.0	0.0	285
2014-01-05_19:53:42_417648	17.4	-82.0	45.0	-169.0	0.0	286
2014-01-05_19:53:42_522677	17.6	80.0	169.0	-234.0	0.0	286
2014-01-05_19:53:42_627687	17.8	80.0	169.0	-234.0	0.0	287
2014-01-05_19:53:42_732997	18.0	0.0	130.0	-257.0	0.0	288
2014-01-05_19:53:42_838047	18.2	100.0	154.0	-183.0	0.0	289
2014-01-05_19:53:42_943339	18.4	100.0	154.0	-183.0	0.0	289
2014-01-05_19:53:43_049018	18.6	22.0	155.0	-276.0	0.0	290
2014-01-05_19:53:43_153959	18.8	23.0	164.0	-211.0	0.0	291
2014-01-05_19:53:43_259350	19.0	23.0	164.0	-211.0	0.0	292
2014-01-05_19:53:43_364391	19.2	134.0	197.0	-312.0	0.0	292
2014-01-05_19:53:43_470003	19.4	61.0	128.0	-267.0	0.0	293
2014-01-05_19:53:43_575327	19.6	61.0	128.0	-267.0	0.0	294
2014-01-05_19:53:43_680671	19.8	64.0	174.0	-135.0	0.0	295
2014-01-05_19:53:43_785610	20.0	-1.0	187.0	-220.0	0.0	295
2014-01-05_19:53:43_890825	20.2	-1.0	187.0	-220.0	0.0	296
2014-01-05_19:53:43_996182	20.4	54.0	103.0	-113.0	0.0	297
2014-01-05_19:53:44_101364	20.6	262.0	142.0	-434.0	0.0	298
2014-01-05_19:53:44_206749	20.8	262.0	142.0	-434.0	0.0	299
2014-01-05_19:53:44_312042	21.0	5.0	118.0	-125.0	0.0	299
2014-01-05_19:53:44_417383	21.2	-124.0	166.0	-134.0	0.0	300
2014-01-05_19:53:44_522591	21.4	-124.0	166.0	-134.0	0.0	301
2014-01-05_19:53:44_627911	21.6	123.0	220.0	-9.0	0.0	302
2014-01-05_19:53:44_733383	21.8	93.0	192.0	5.0	0.0	302
2014-01-05_19:53:44_838407	22.0	93.0	192.0	5.0	0.0	303
2014-01-05_19:53:44_944977	22.2	-301.0	125.0	-325.0	0.0	304
2014-01-05_19:53:45_050198	22.4	192.0	120.0	-10.0	0.0	305
2014-01-05_19:53:45_155573	22.6	192.0	120.0	-10.0	0.0	305
2014-01-05_19:53:45_260611	22.8	37.0	108.0	6.0	0.0	306
2014-01-05_19:53:45_365650	23.0	-104.0	108.0	-60.0	0.0	307
2014-01-05_19:53:45_471032	23.2	-154.0	40.0	-215.0	0.0	308
2014-01-05_19:53:45_576004	23.4	-154.0	40.0	-215.0	0.0	308
2014-01-05_19:53:45_680741	23.6	77.0	304.0	-340.0	0.0	309
2014-01-05_19:53:45_785717	23.8	-483.0	-34.0	-170.0	0.0	310
2014-01-05_19:53:45_891041	24.0	-483.0	-34.0	-170.0	0.0	311
2014-01-05_19:53:45_995768	24.2	263.0	-61.0	-342.0	0.0	311
2014-01-05_19:53:46_100527	24.4	511.0	50.0	-260.0	0.0	312
2014-01-05_19:53:46_205571	24.6	511.0	50.0	-260.0	0.0	313
2014-01-05_19:53:46_310941	24.8	-296.0	176.0	-283.0	0.0	314
2014-01-05_19:53:46_416176	25.0	229.0	302.0	-489.0	0.0	314
2014-01-05_19:53:46_521304	25.2	229.0	302.0	-489.0	0.0	315
2014-01-05_19:53:46_626281	25.4	2.0	144.0	-118.0	0.0	316
2014-01-05_19:53:46_731511	25.6	-23.0	259.0	-258.0	0.0	317
2014-01-05_19:53:46_836955	25.8	-23.0	259.0	-258.0	0.0	318
2014-01-05_19:53:46_942204	26.0	-157.0	92.0	-426.0	0.0	318
2014-01-05_19:53:47_047562	26.2	10.0	-73.0	-177.0	0.0	319
2014-01-05_19:53:47_152863	26.4	10.0	-73.0	-177.0	0.0	320
2014-01-05_19:53:47_257807	26.6	239.0	62.0	-48.0	0.0	321
2014-01-05_19:53:47_362761	26.8	-276.0	222.0	177.0	0.0	321
2014-01-05_19:53:47_467532	27.0	-276.0	222.0	177.0	0.0	322
2014-01-05_19:53:47_572564	27.2	90.0	79.0	-219.0	0.0	323
2014-01-05_19:53:47_678638	27.4	20.0	154.0	-345.0	0.0	324
2014-01-05_19:53:47_783962	27.6	20.0	154.0	-345.0	0.0	324
2014-01-05_19:53:47_889286	27.8	11.0	113.0	-239.0	0.0	325
2014-01-05_19:53:47_994719	28.0	110.0	142.0	-250.0	0.0	326
2014-01-05_19:53:48_100135	28.2	110.0	142.0	-250.0	0.0	327
2014-01-05_19:53:48_205453	28.4	-192.0	172.0	-195.0	0.0	327
2014-01-05_19:53:48_310472	28.6	169.0	88.0	-285.0	0.0	328
2014-01-05_19:53:48_415771	28.8	169.0	88.0	-285.0	0.0	329
2014-01-05_19:53:48_520771	29.0	-69.0	88.0	-224.0	0.0	330
2014-01-05_19:53:48_626376	29.2	31.0	5.0	-189.0	0.0	330
2014-01-05_19:53:48_731374	29.4	31.0	5.0	-189.0	0.0	331
2014-01-05_19:53:48_836040	29.6	-104.0	78.0	-197.0	0.0	332
2014-01-05_19:53:48_941251	29.8	72.0	38.0	-239.0	0.0	333
2014-01-05_19:53:49_046385	30.0	72.0	38.0	-239.0	0.0	333
2014-01-05_19:53:49_151381	30.2	175.0	99.0	-276.0	0.0	334
2014-01-05_19:53:49_256397	30.4	151.0	83.0	-346.0	0.0	335
2014-01-05_19:53:49_361714	30.6	-51.0	17.0	-116.0	0.0	336
2014-01-05_19:53:49_467030	30.8	-51.0	17.0	-116.0	0.0	337
2014-01-05_19:53:49_572115	31.0	-37.0	113.0	-247.0	0.0	337
2014-01-05_19:53:49_677360	31.2	154.0	168.0	-371.0	0.0	338
2014-01-05_19:53:49_782617	31.4	154.0	168.0	-371.0	0.0	339
2014-01-05_19:53:49_887644	31.6	-354.0	2.0	117.0	0.0	340
2014-01-05_19:53:49_992636	31.8	106.0	122.0	-311.0	0.0	340
2014-01-05_19:53:50_097600	32.0	106.0	122.0	-311.0	0.0	341
2014-01-05_19:53:50_202897	32.2	-29.0	30.0	-258.0	0.0	342
2014-01-05_19:53:50_308126	32.4	285.0	124.0	-347.0	0.0	343
2014-01-05_19:53:50_413181	32.6	285.0	124.0	-347.0	0.0	343
2014-01-05_19:53:50_518616	32.8	41.0	140.0	-220.0	0.0	344
2014-01-05_19:53:50_623920	33.0	84.0	143.0	-314.0	0.0	345
2014-01-05_19:53:50_728996	33.0	84.0	143.0	-314.0	0.0	345
2014-01-05_19:53:50_834026	33.0	-174.0	77.0	-265.0	0.0	345
2014-01-05_19:53:50_939627	33.0	-83.0	128.0	-262.0	0.0	345
2014-01-05_19:53:51_044815	33.0	-83.0	128.0	-262.0	0.0	345
2014-01-05_19:53:51_149881	33.0	-171.0	-16.0	-221.0	0.0	345
2014-01-05_19:53:51_254916	33.0	107.0	38.0	-206.0	0.0	345
2014-01-05_19:53:51_360889	33.0	107.0	38.0	-206.0	0.0	345
2014-01-05_19:53:51_466405	33.0	310.0	139.0	-414.0	0.0	345
2014-01-05_19:53:51_571757	33.0	332.0	11.0	-273.0	0.0	345
2014-01-05_19:53:51_676787	33.0	332.0	11.0	-273.0	0.0	345
2014-01-05_19:53:51_782100	33.0	156.0	209.0	-405.0	0.0	345
2014-01-05_19:53:51_887387	33.0	511.0	118.0	-496.0	0.0	345
2014-01-05_19:53:51_993373	33.0	511.0	118.0	-496.0	0.0	345
2014-01-05_19:53:52_098729	33.0	256.0	167.0	-100.0	0.0	345
2014-01-05_19:53:52_204318	33.0	-349.0	-141.0	-83.0	0.0	345
2014-01-05_19:53:52_309468	33.0	-349.0	-141.0	-83.0	0.0	345
2014-01-05_19:53:52_414666	33.0	187.0	86.0	-200.0	0.0	345
2014-01-05_19:53:52_519757	33.0	-95.0	45.0	-320.0	0.0	345
2014-01-05_19:53:52_624780	33.0	-95.0	45.0	-320.0	0.0	345
2014-01-05_19:53:52_730133	33.0	511.0	224.0	-512.0	0.0	345
2014-01-05_19:53:52_835135	33.0	-25.0	-64.0	-94.0	0.0	345
2014-01-05_19:53:52_940294	33.0	-281.0	35.0	-256.0	0.0	345
2014-01-05_19:53:53_045319	33.0	-281.0	35.0	-256.0	0.0	345
2014-01-05_19:53:53_150692	33.0	-49.0	36.0	-301.0	0.0	345
2014-01-05_19:53:53_255676	33.0	-17.0	56.0	-97.0	0.0	345
2014-01-05_19:53:53_360736	33.0	-17.0	56.0	-97.0	0.0	345
2014-01-05_19:53:53_465715	33.0	-30.0	-2.0	-372.0	0.0	345
2014-01-05_19:53:53_570881	33.0	12.0	54.0	-151.0	0.0	345
2014-01-05_19:53:53_676967	33.0	12.0	54.0	-151.0	0.0	345
2014-01-05_19:53:53_782012	33.0	-28.0	44.0	-229.0	0.0	345
2014-01-05_19:53:53_887692	33.0	-159.0	-29.0	0.0	0.0	345
2014-01-05_19:53:53_992727	33.0	-159.0	-29.0	0.0	0.0	345
2014-01-05_19:53:54_097941	33.0	10.0	88.0	-339.0	0.0	345
2014-01-05_19:53:54_203644	33.0	116.0	-33.0	-232.0	0.0	345
2014-01-05_19:53:54_309018	33.0	116.0	-33.0	-232.0	0.0	345
2014-01-05_19:53:54_414204	33.0	183.0	172.0	-277.0	0.0	345
2014-01-05_19:53:54_519634	33.0	-124.0	99.0	-179.0	0.0	345
2014-01-05_19:53:54_625174	33.0	-124.0	99.0	-179.0	0.0	345
2014-01-05_19:53:54_730584	33.0	31.0	97.0	-236.0	0.0	345
2014-01-05_19:53:54_835951	33.0	112.0	77.0	-401.0	0.0	345
2014-01-05_19:53:54_941067	33.0	112.0	77.0	-401.0	0.0	345
2014-01-05_19:53:55_046605	33.0	-183.0	-171.0	4.0	0.0	345
2014-01-05_19:53:55_152102	33.0	366.0	41.0	-268.0	0.0	345
2014-01-05_19:53:55_257687	33.0	366.0	41.0	-268.0	0.0	345
2014-01-05_19:53:55_362886	33.0	-73.0	97.0	-78.0	0.0	345
2014-01-05_19:53:55_468296	33.0	-294.0	-4.0	-135.0	0.0	345
2014-01-05_19:53:55_573791	33.0	-294.0	-4.0	-135.0	0.0	345
2014-01-05_19:53:55_678924	33.0	303.0	158.0	-305.0	0.0	345
