datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:40:16_366549	1025500.296875	19.8	110.0	76.0	-272.0	0.0	295
2014-01-12_13:40:16_471556	1035992.5	20.0	-41.0	133.0	-196.0	0.0	295
2014-01-12_13:40:16_575885	1046425.296875	20.2	24.0	134.0	-258.0	0.0	296
2014-01-12_13:40:16_680306	1056867.90625	20.4	27.0	110.0	-294.0	0.0	297
2014-01-12_13:40:16_784814	1067318.390625	20.6	-64.0	77.0	-208.0	0.0	298
2014-01-12_13:40:16_888994	1077737.09375	20.8	35.0	166.0	-217.0	0.0	299
2014-01-12_13:40:16_993465	1088183.40625	21.0	44.0	117.0	-269.0	0.0	299
2014-01-12_13:40:17_097644	1098602.890625	21.0	8.0	114.0	-295.0	0.0	299
2014-01-12_13:40:17_202581	1109095.3125	21.0	-40.0	142.0	-295.0	0.0	299
2014-01-12_13:40:17_307018	1119537.71875	21.0	76.0	42.0	-160.0	0.0	299
2014-01-12_13:40:17_411283	1129966.8125	21.0	56.0	45.0	-142.0	0.0	299
2014-01-12_13:40:17_515757	1140412.21875	21.0	-27.0	30.0	-240.0	0.0	299
2014-01-12_13:40:17_619894	1150826.6875	21.0	-25.0	164.0	-300.0	0.0	299
2014-01-12_13:40:17_724426	1161278.609375	21.0	-11.0	153.0	-298.0	0.0	299
2014-01-12_13:40:17_828548	1171692.203125	21.0	-42.0	112.0	-353.0	0.0	299
2014-01-12_13:40:17_933094	1182146.0	21.0	47.0	115.0	-258.0	0.0	299
2014-01-12_13:40:18_037598	1192606.0	21.0	16.0	65.0	-316.0	0.0	299
2014-01-12_13:40:18_141949	1203030.796875	21.0	-29.0	6.0	-301.0	0.0	299
2014-01-12_13:40:18_246053	1213442.796875	21.0	14.0	88.0	-257.0	0.0	299
2014-01-12_13:40:18_350284	1223864.609375	21.0	-77.0	43.0	-267.0	0.0	299
2014-01-12_13:40:18_454002	1234236.90625	21.0	-42.0	10.0	-176.0	0.0	299
2014-01-12_13:40:18_558240	1244659.8125	21.0	57.0	29.0	-151.0	0.0	299
2014-01-12_13:40:18_662488	1255084.890625	21.0	-5.0	29.0	-319.0	0.0	299
2014-01-12_13:40:18_767926	1265630.609375	21.0	80.0	20.0	-244.0	0.0	299
2014-01-12_13:40:18_872518	1276088.40625	21.0	49.0	29.0	-273.0	0.0	299
2014-01-12_13:40:18_977790	1286616.703125	21.0	4.0	22.0	-238.0	0.0	299
2014-01-12_13:40:19_082222	1297059.203125	21.0	-50.0	55.0	-292.0	0.0	299
2014-01-12_13:40:19_186364	1307474.296875	21.0	13.0	-32.0	-366.0	0.0	299
2014-01-12_13:40:19_290826	1317919.0	21.0	153.0	-11.0	-257.0	0.0	299
2014-01-12_13:40:19_394918	1328329.703125	21.0	10.0	92.0	-341.0	0.0	299
2014-01-12_13:40:19_500207	1338867.90625	21.0	9.0	84.0	-300.0	0.0	299
2014-01-12_13:40:19_604745	1349311.109375	21.0	20.0	-13.0	-293.0	0.0	299
2014-01-12_13:40:19_710177	1359894.390625	21.0	11.0	81.0	-251.0	0.0	299
2014-01-12_13:40:19_816509	1370489.3125	21.0	77.0	7.0	-223.0	0.0	299
2014-01-12_13:40:19_920989	1380935.5	21.0	61.0	15.0	-153.0	0.0	299
2014-01-12_13:40:20_026220	1391470.0	21.0	79.0	27.0	-181.0	0.0	299
2014-01-12_13:40:20_130733	1401909.8125	21.0	0.0	20.0	-183.0	0.0	299
2014-01-12_13:40:20_234865	1412324.0	21.0	51.0	42.0	-246.0	0.0	299
2014-01-12_13:40:20_340052	1422856.90625	21.0	44.0	22.0	-216.0	0.0	299
2014-01-12_13:40:20_444314	1433268.3125	21.0	32.0	65.0	-276.0	0.0	299
2014-01-12_13:40:20_548754	1443712.0	21.0	3.0	61.0	-330.0	0.0	299
2014-01-12_13:40:20_653195	1454158.0	21.0	64.0	17.0	-263.0	0.0	299
2014-01-12_13:40:20_757700	1464607.59375	21.0	5.0	35.0	-281.0	0.0	299
2014-01-12_13:40:20_862513	1475088.3125	21.0	-15.0	-18.0	-271.0	0.0	299
2014-01-12_13:40:20_968099	1485672.59375	21.0	-12.0	27.0	-290.0	0.0	299
2014-01-12_13:40:21_073749	1496213.296875	21.0	-52.0	76.0	-339.0	0.0	299
2014-01-12_13:40:21_178173	1506652.8125	21.0	-61.0	115.0	-303.0	0.0	299
2014-01-12_13:40:21_283213	1517159.421875	21.0	36.0	-52.0	-310.0	0.0	299
2014-01-12_13:40:21_388349	1527671.90625	21.0	-28.0	49.0	-330.0	0.0	299
2014-01-12_13:40:21_492776	1538113.8125	21.0	14.0	48.0	-367.0	0.0	299
2014-01-12_13:40:21_597912	1548642.703125	21.0	-9.0	59.0	-357.0	0.0	299
2014-01-12_13:40:21_703050	1559151.09375	21.0	32.0	10.0	-277.0	0.0	299
2014-01-12_13:40:21_807663	1569602.890625	21.0	74.0	-50.0	-289.0	0.0	299
2014-01-12_13:40:21_913216	1580190.890625	21.0	122.0	-35.0	-235.0	0.0	299
2014-01-12_13:40:22_018846	1590721.609375	21.0	45.0	3.0	-302.0	0.0	299
