datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:57:59_935598	384877.5	7.4	-19.0	166.0	-191.0	17.53	248
2014-01-12_13:58:00_042685	395587.203125	7.6	81.0	117.0	-235.0	17.68	248
2014-01-12_13:58:00_148747	406192.3125	7.8	36.0	152.0	-196.0	17.61	249
2014-01-12_13:58:00_255546	416872.59375	8.0	28.0	149.0	-261.0	17.49	250
2014-01-12_13:58:00_361677	427485.09375	8.2	-17.0	187.0	-226.0	17.15	251
2014-01-12_13:58:00_468709	438189.390625	8.4	-21.0	135.0	-231.0	16.95	251
2014-01-12_13:58:00_574933	448810.796875	8.6	-67.0	206.0	-218.0	18.02	252
2014-01-12_13:58:00_682100	459553.109375	8.8	40.0	176.0	-264.0	18.73	253
2014-01-12_13:58:00_788429	470160.484375	9.0	64.0	203.0	-215.0	17.66	254
2014-01-12_13:58:00_895147	480838.5	9.2	9.0	172.0	-186.0	17.19	254
2014-01-12_13:58:01_001573	491475.484375	9.4	-41.0	116.0	-160.0	17.55	255
2014-01-12_13:58:01_108415	502159.6875	9.6	-8.0	152.0	-277.0	17.0	256
2014-01-12_13:58:01_214570	512774.5	9.8	57.0	193.0	-187.0	17.13	257
2014-01-12_13:58:01_321631	523481.703125	10.0	68.0	203.0	-250.0	17.24	258
2014-01-12_13:58:01_427749	534091.90625	10.2	-2.0	150.0	-195.0	17.66	258
2014-01-12_13:58:01_534485	544766.59375	10.4	1.0	222.0	-228.0	16.98	259
2014-01-12_13:58:01_641346	555453.09375	10.6	9.0	158.0	-199.0	17.53	260
2014-01-12_13:58:01_747699	566086.890625	10.8	41.0	142.0	-218.0	16.69	261
2014-01-12_13:58:01_854723	576790.09375	11.0	-40.0	141.0	-215.0	16.71	261
2014-01-12_13:58:01_960977	587415.015625	11.2	-6.0	151.0	-253.0	17.17	262
2014-01-12_13:58:02_067744	598092.703125	11.4	-12.0	219.0	-175.0	16.97	263
2014-01-12_13:58:02_173744	608692.109375	11.6	-12.0	226.0	-195.0	17.19	264
2014-01-12_13:58:02_280915	619409.703125	11.8	-67.0	69.0	-154.0	17.15	264
2014-01-12_13:58:02_387083	630026.296875	12.0	-10.0	209.0	-229.0	17.51	265
2014-01-12_13:58:02_494015	640728.6875	12.2	-41.0	186.0	-252.0	16.67	266
2014-01-12_13:58:02_601870	651518.890625	12.4	30.0	179.0	-201.0	17.63	267
2014-01-12_13:58:02_708816	662199.59375	12.6	-19.0	282.0	-253.0	17.56	267
2014-01-12_13:58:02_814929	672810.109375	12.8	-56.0	310.0	-159.0	16.66	268
2014-01-12_13:58:02_921783	683505.203125	13.0	27.0	211.0	-173.0	17.13	269
2014-01-12_13:58:03_027998	694117.6875	13.2	41.0	-12.0	-306.0	17.12	270
2014-01-12_13:58:03_135283	704852.109375	13.4	1.0	228.0	-237.0	17.75	270
2014-01-12_13:58:03_241476	715464.6875	13.6	30.0	60.0	-178.0	17.17	271
2014-01-12_13:58:03_348627	726180.390625	13.8	47.0	-74.0	-251.0	16.63	272
2014-01-12_13:58:03_454808	736798.5	14.0	-53.0	-20.0	-194.0	17.27	273
2014-01-12_13:58:03_561588	747476.703125	14.2	-11.0	79.0	-182.0	17.59	273
2014-01-12_13:58:03_668757	758193.90625	14.4	-21.0	82.0	-210.0	15.25	274
2014-01-12_13:58:03_774944	768811.609375	14.6	-13.0	23.0	-198.0	17.64	275
2014-01-12_13:58:03_881878	779514.609375	14.8	56.0	268.0	-263.0	17.25	276
2014-01-12_13:58:03_987905	790108.0	15.0	35.0	238.0	-156.0	14.13	276
2014-01-12_13:58:04_094848	800803.59375	15.2	13.0	111.0	-105.0	17.36	277
2014-01-12_13:58:04_200852	811402.296875	15.4	30.0	16.0	-134.0	15.88	278
2014-01-12_13:58:04_307880	822105.890625	15.6	-36.0	126.0	-220.0	17.7	279
2014-01-12_13:58:04_413989	832716.390625	15.8	35.0	233.0	-428.0	17.7	280
2014-01-12_13:58:04_521009	843419.703125	16.0	-20.0	211.0	-493.0	16.87	280
2014-01-12_13:58:04_627171	854034.8125	16.2	95.0	248.0	-396.0	17.63	281
2014-01-12_13:58:04_734175	864735.984375	16.4	125.0	159.0	-349.0	15.52	282
2014-01-12_13:58:04_840198	875337.109375	16.6	11.0	133.0	-381.0	17.27	283
2014-01-12_13:58:04_946933	886011.296875	16.8	132.0	130.0	-354.0	17.0	283
2014-01-12_13:58:05_052978	896616.203125	17.0	-148.0	164.0	-146.0	16.83	284
2014-01-12_13:58:05_160414	907389.59375	17.2	58.0	183.0	-402.0	23.61	285
2014-01-12_13:58:05_266965	918013.296875	17.4	39.0	185.0	-275.0	19.67	286
2014-01-12_13:58:05_374139	928732.296875	17.6	30.0	259.0	-376.0	20.79	286
2014-01-12_13:58:05_480188	939335.90625	17.8	-10.0	180.0	-184.0	17.15	287
2014-01-12_13:58:05_587361	950054.5	18.0	164.0	55.0	-295.0	17.49	288
2014-01-12_13:58:05_693616	960678.890625	18.2	-81.0	-3.0	-411.0	19.19	289
2014-01-12_13:58:05_800302	971348.0	18.4	-68.0	84.0	-352.0	16.42	289
2014-01-12_13:58:05_906537	981971.09375	18.6	32.0	174.0	-344.0	19.06	290
2014-01-12_13:58:06_013317	992649.984375	18.8	-19.0	156.0	-320.0	17.73	291
2014-01-12_13:58:06_119542	1003271.484375	19.0	-100.0	104.0	-77.0	18.38	292
2014-01-12_13:58:06_227233	1014042.0	19.2	-15.0	93.0	-336.0	17.37	292
2014-01-12_13:58:06_333360	1024653.109375	19.4	28.0	20.0	-437.0	17.42	293
2014-01-12_13:58:06_440540	1035372.59375	19.6	25.0	176.0	-307.0	16.83	294
2014-01-12_13:58:06_546702	1045987.484375	19.8	-4.0	183.0	-265.0	18.58	295
2014-01-12_13:58:06_653629	1056681.0	20.0	122.0	145.0	-31.0	17.48	295
2014-01-12_13:58:06_759816	1067299.296875	20.2	-34.0	31.0	-205.0	18.45	296
2014-01-12_13:58:06_866751	1078023.609375	20.4	41.0	105.0	-356.0	22.18	297
2014-01-12_13:58:06_973206	1088638.3125	20.6	-132.0	75.0	-95.0	18.26	298
2014-01-12_13:58:07_080627	1099381.90625	20.8	-13.0	71.0	-272.0	20.2	299
2014-01-12_13:58:07_186797	1109996.703125	21.0	-135.0	150.0	-115.0	19.55	299
2014-01-12_13:58:07_294109	1120729.59375	21.0	116.0	135.0	-274.0	23.5	299
2014-01-12_13:58:07_400270	1131343.703125	21.0	-102.0	88.0	-218.0	18.73	299
2014-01-12_13:58:07_507227	1142040.40625	21.0	30.0	229.0	-153.0	20.11	299
2014-01-12_13:58:07_613529	1152670.296875	21.0	17.0	10.0	-389.0	20.01	299
2014-01-12_13:58:07_720776	1163396.09375	21.0	-200.0	132.0	-94.0	19.11	299
2014-01-12_13:58:07_827107	1174027.90625	21.0	41.0	81.0	-364.0	20.82	299
2014-01-12_13:58:07_934321	1184775.0	21.0	17.0	38.0	-113.0	21.5	299
2014-01-12_13:58:08_040853	1195402.609375	21.0	7.0	165.0	-289.0	20.45	299
2014-01-12_13:58:08_148070	1206124.3125	21.0	-62.0	138.0	-312.0	24.1	299
2014-01-12_13:58:08_254680	1216785.203125	21.0	96.0	171.0	-242.0	24.51	299
2014-01-12_13:58:08_362412	1227559.6875	21.0	48.0	195.0	-147.0	24.46	299
2014-01-12_13:58:08_469086	1238229.0	21.0	53.0	54.0	-193.0	25.91	299
2014-01-12_13:58:08_576499	1248967.796875	21.0	-11.0	5.0	-77.0	26.18	299
2014-01-12_13:58:08_683341	1259651.8125	21.0	-207.0	118.0	-50.0	23.71	299
2014-01-12_13:58:08_790632	1270380.90625	21.0	-117.0	149.0	-104.0	24.4	299
2014-01-12_13:58:08_897817	1281099.296875	21.0	7.0	133.0	-145.0	24.31	299
2014-01-12_13:58:09_005413	1291859.703125	21.0	80.0	3.0	-150.0	25.81	299
2014-01-12_13:58:09_111938	1302511.0	21.0	28.0	31.0	-181.0	22.83	299
2014-01-12_13:58:09_219157	1313233.1875	21.0	20.0	115.0	-272.0	25.57	299
2014-01-12_13:58:09_325771	1323894.59375	21.0	-81.0	142.0	-204.0	24.29	299
2014-01-12_13:58:09_433505	1334668.6875	21.0	18.0	129.0	-220.0	24.99	299
2014-01-12_13:58:09_539969	1345314.0	21.0	43.0	111.0	-202.0	24.14	299
2014-01-12_13:58:09_647662	1356108.90625	21.0	28.0	14.0	-202.0	27.01	299
2014-01-12_13:58:09_754384	1366755.109375	21.0	-3.0	79.0	-193.0	23.65	299
2014-01-12_13:58:09_861665	1377483.984375	21.0	9.0	95.0	-170.0	24.29	299
2014-01-12_13:58:09_968226	1388139.703125	21.0	59.0	64.0	-172.0	24.7	299
2014-01-12_13:58:10_076021	1398920.5	21.0	28.0	24.0	-200.0	26.52	299
2014-01-12_13:58:10_182536	1409570.609375	21.0	10.0	36.0	-158.0	24.92	299
2014-01-12_13:58:10_289975	1420315.109375	21.0	21.0	121.0	-204.0	22.78	299
2014-01-12_13:58:10_396398	1430957.203125	21.0	56.0	14.0	-198.0	23.17	299
2014-01-12_13:58:10_503660	1441683.796875	21.0	79.0	131.0	-207.0	22.47	299
2014-01-12_13:58:10_610104	1452327.703125	21.0	-87.0	153.0	-181.0	23.46	299
2014-01-12_13:58:10_717342	1463055.3125	21.0	-115.0	125.0	-150.0	24.84	299
2014-01-12_13:58:10_824663	1473783.5	21.0	-108.0	144.0	-221.0	25.55	299
2014-01-12_13:58:10_931539	1484471.5	21.0	50.0	13.0	-230.0	25.34	299
2014-01-12_13:58:11_039667	1495310.6875	21.0	-124.0	106.0	-159.0	26.49	299
2014-01-12_13:58:11_146476	1505965.40625	21.0	-159.0	82.0	-151.0	25.32	299
2014-01-12_13:58:11_253797	1516697.796875	21.0	-145.0	98.0	-131.0	26.45	299
2014-01-12_13:58:11_360948	1527411.984375	21.0	13.0	-2.0	-177.0	26.03	299
2014-01-12_13:58:11_468308	1538148.59375	21.0	-35.0	108.0	-207.0	27.49	299
2014-01-12_13:58:11_576818	1549048.8125	21.0	61.0	139.0	-203.0	25.92	299
2014-01-12_13:58:11_684915	1559809.6875	21.0	-16.0	35.0	-85.0	22.39	299
2014-01-12_13:58:11_791660	1570482.90625	21.0	-9.0	21.0	-72.0	25.88	299
2014-01-12_13:58:11_898777	1581195.40625	21.0	-70.0	75.0	-51.0	24.31	299
2014-01-12_13:58:12_005537	1591874.609375	21.0	-180.0	66.0	-77.0	26.69	299
2014-01-12_13:58:12_112886	1602606.109375	21.0	4.0	72.0	-104.0	27.3	299
2014-01-12_13:58:12_219537	1613271.1875	21.0	-7.0	-18.0	-102.0	25.89	299
