datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:35:48_362184	-334841.890625	6.6	13.0	150.0	-226.0	0.0	245
2014-01-12_13:35:48_466852	-345309.5	6.8	12.0	152.0	-225.0	0.0	245
2014-01-12_13:35:48_573488	-355974.203125	7.0	12.0	153.0	-226.0	0.0	246
2014-01-12_13:35:48_677956	-366420.421875	7.2	12.0	152.0	-225.0	0.0	247
2014-01-12_13:35:48_782351	-376858.90625	7.4	13.0	151.0	-225.0	0.0	248
2014-01-12_13:35:48_887311	-387362.8125	7.6	10.0	152.0	-226.0	0.0	248
2014-01-12_13:35:48_991792	-397803.3125	7.8	13.0	153.0	-223.0	0.0	249
2014-01-12_13:35:49_095945	-408219.703125	8.0	11.0	150.0	-226.0	0.0	250
2014-01-12_13:35:49_200411	-418664.59375	8.2	13.0	152.0	-225.0	0.0	251
2014-01-12_13:35:49_304508	-429076.0	8.4	13.0	152.0	-227.0	0.0	251
2014-01-12_13:35:49_408929	-439516.5	8.6	12.0	151.0	-225.0	0.0	252
2014-01-12_13:35:49_513078	-449932.5	8.8	13.0	151.0	-224.0	0.0	253
2014-01-12_13:35:49_617015	-460325.703125	9.0	13.0	152.0	-224.0	0.0	254
2014-01-12_13:35:49_721272	-470762.796875	9.2	12.0	151.0	-226.0	0.0	254
2014-01-12_13:35:49_826652	-481290.515625	9.4	12.0	149.0	-227.0	0.0	255
2014-01-12_13:35:49_931096	-491733.40625	9.6	14.0	152.0	-227.0	0.0	256
2014-01-12_13:35:50_035198	-502151.203125	9.8	12.0	153.0	-228.0	0.0	257
2014-01-12_13:35:50_139633	-512587.21875	10.0	12.0	151.0	-226.0	0.0	258
2014-01-12_13:35:50_243735	-522998.21875	10.2	11.0	153.0	-223.0	0.0	258
2014-01-12_13:35:50_348715	-533496.21875	10.4	11.0	151.0	-226.0	0.0	259
2014-01-12_13:35:50_453219	-543946.40625	10.6	11.0	151.0	-227.0	0.0	260
2014-01-12_13:35:50_557712	-554394.703125	10.8	12.0	153.0	-224.0	0.0	261
2014-01-12_13:35:50_661812	-564806.109375	11.0	12.0	152.0	-226.0	0.0	261
2014-01-12_13:35:50_765921	-575216.796875	11.2	12.0	152.0	-229.0	0.0	262
2014-01-12_13:35:50_870346	-585657.5	11.4	13.0	151.0	-225.0	0.0	263
2014-01-12_13:35:50_974429	-596067.8125	11.6	12.0	151.0	-227.0	0.0	264
2014-01-12_13:35:51_078863	-606509.90625	11.8	12.0	151.0	-223.0	0.0	264
2014-01-12_13:35:51_182953	-616920.5	12.0	13.0	152.0	-227.0	0.0	265
2014-01-12_13:35:51_287389	-627361.890625	12.2	12.0	151.0	-225.0	0.0	266
2014-01-12_13:35:51_391545	-637786.421875	12.4	13.0	151.0	-225.0	0.0	267
2014-01-12_13:35:51_496032	-648227.09375	12.6	11.0	152.0	-227.0	0.0	267
2014-01-12_13:35:51_600232	-658648.015625	12.8	14.0	150.0	-224.0	0.0	268
2014-01-12_13:35:51_705150	-669154.21875	13.0	12.0	152.0	-225.0	0.0	269
2014-01-12_13:35:51_809800	-679603.703125	13.2	13.0	153.0	-225.0	0.0	270
2014-01-12_13:35:51_914634	-690093.90625	13.4	12.0	151.0	-226.0	0.0	270
2014-01-12_13:35:52_019700	-700594.125	13.6	11.0	150.0	-227.0	0.0	271
2014-01-12_13:35:52_124070	-711030.40625	13.8	12.0	150.0	-227.0	0.0	272
2014-01-12_13:35:52_228827	-721507.3125	14.0	11.0	151.0	-225.0	0.0	273
2014-01-12_13:35:52_333737	-731998.015625	14.2	12.0	152.0	-226.0	0.0	273
2014-01-12_13:35:52_438801	-742504.40625	14.4	11.0	151.0	-225.0	0.0	274
2014-01-12_13:35:52_544044	-753055.59375	14.6	11.0	150.0	-227.0	0.0	275
2014-01-12_13:35:52_649852	-763610.0	14.8	12.0	150.0	-227.0	0.0	276
2014-01-12_13:35:52_754940	-774117.703125	15.0	13.0	153.0	-226.0	0.0	276
2014-01-12_13:35:52_859497	-784573.109375	15.2	13.0	152.0	-227.0	0.0	277
2014-01-12_13:35:52_964512	-795076.703125	15.4	12.0	153.0	-227.0	0.0	278
2014-01-12_13:35:53_068896	-805513.0	15.6	11.0	149.0	-224.0	0.0	279
2014-01-12_13:35:53_172923	-815916.109375	15.8	12.0	151.0	-225.0	0.0	280
2014-01-12_13:35:53_277402	-826363.90625	16.0	11.0	149.0	-230.0	0.0	280
2014-01-12_13:35:53_381520	-836776.5	16.2	11.0	151.0	-225.0	0.0	281
2014-01-12_13:35:53_485870	-847211.0	16.4	12.0	151.0	-228.0	0.0	282
2014-01-12_13:35:53_590001	-857625.203125	16.6	11.0	150.0	-225.0	0.0	283
2014-01-12_13:35:53_694932	-868117.40625	16.8	11.0	153.0	-226.0	0.0	283
2014-01-12_13:35:53_799471	-878570.796875	17.0	12.0	150.0	-226.0	0.0	284
2014-01-12_13:35:53_904665	-889098.90625	17.2	12.0	152.0	-224.0	0.0	285
2014-01-12_13:35:54_009751	-899600.203125	17.4	13.0	151.0	-227.0	0.0	286
2014-01-12_13:35:54_114247	-910048.515625	17.6	12.0	152.0	-223.0	0.0	286
2014-01-12_13:35:54_219045	-920540.5	17.8	13.0	152.0	-227.0	0.0	287
2014-01-12_13:35:54_323277	-930952.0	18.0	11.0	153.0	-226.0	0.0	288
2014-01-12_13:35:54_427652	-941388.796875	18.2	11.0	151.0	-225.0	0.0	289
2014-01-12_13:35:54_531841	-951807.21875	18.4	13.0	152.0	-225.0	0.0	289
2014-01-12_13:35:54_635959	-962220.40625	18.6	12.0	151.0	-225.0	0.0	290
2014-01-12_13:35:54_740340	-972657.109375	18.8	11.0	151.0	-225.0	0.0	291
2014-01-12_13:35:54_845814	-983237.8125	19.0	13.0	151.0	-226.0	0.0	292
2014-01-12_13:35:54_951315	-993825.203125	19.2	12.0	151.0	-225.0	0.0	292
2014-01-12_13:35:55_057094	-1004333.625	19.4	12.0	152.0	-228.0	0.0	293
2014-01-12_13:35:55_161631	-1014787.40625	19.6	12.0	151.0	-226.0	0.0	294
2014-01-12_13:35:55_266659	-1025291.203125	19.8	12.0	151.0	-226.0	0.0	295
2014-01-12_13:35:55_371073	-1035730.703125	20.0	12.0	151.0	-226.0	0.0	295
2014-01-12_13:35:55_475055	-1046145.796875	20.2	13.0	151.0	-225.0	0.0	296
2014-01-12_13:35:55_579317	-1056556.609375	20.4	11.0	151.0	-229.0	0.0	297
2014-01-12_13:35:55_683723	-1066995.8125	20.6	14.0	151.0	-227.0	0.0	298
2014-01-12_13:35:55_787860	-1077411.015625	20.8	13.0	152.0	-225.0	0.0	299
2014-01-12_13:35:55_891946	-1087819.109375	21.0	12.0	152.0	-224.0	0.0	299
2014-01-12_13:35:55_996373	-1098260.90625	21.0	12.0	150.0	-226.0	0.0	299
2014-01-12_13:35:56_100511	-1108676.203125	21.0	12.0	153.0	-224.0	0.0	299
2014-01-12_13:35:56_204653	-1119089.921875	21.0	12.0	151.0	-225.0	0.0	299
2014-01-12_13:35:56_309156	-1129538.703125	21.0	12.0	151.0	-229.0	0.0	299
2014-01-12_13:35:56_413626	-1140019.296875	21.0	12.0	151.0	-225.0	0.0	299
2014-01-12_13:35:56_519223	-1150546.09375	21.0	12.0	151.0	-226.0	0.0	299
2014-01-12_13:35:56_623647	-1160987.625	21.0	12.0	149.0	-226.0	0.0	299
2014-01-12_13:35:56_728752	-1171500.109375	21.0	12.0	151.0	-226.0	0.0	299
2014-01-12_13:35:56_833201	-1181943.890625	21.0	11.0	151.0	-228.0	0.0	299
2014-01-12_13:35:56_937407	-1192365.3125	21.0	11.0	151.0	-227.0	0.0	299
2014-01-12_13:35:57_041906	-1202814.015625	21.0	12.0	149.0	-228.0	0.0	299
2014-01-12_13:35:57_146064	-1213231.203125	21.0	12.0	152.0	-227.0	0.0	299
2014-01-12_13:35:57_250531	-1223676.203125	21.0	13.0	151.0	-227.0	0.0	299
2014-01-12_13:35:57_354745	-1234098.90625	21.0	12.0	148.0	-225.0	0.0	299
2014-01-12_13:35:57_459209	-1244544.203125	21.0	11.0	153.0	-224.0	0.0	299
2014-01-12_13:35:57_563518	-1254976.890625	21.0	14.0	153.0	-223.0	0.0	299
2014-01-12_13:35:57_668547	-1265478.515625	21.0	12.0	151.0	-225.0	0.0	299
2014-01-12_13:35:57_772950	-1275918.609375	21.0	12.0	152.0	-225.0	0.0	299
2014-01-12_13:35:57_878416	-1286490.390625	21.0	12.0	149.0	-225.0	0.0	299
2014-01-12_13:35:57_984187	-1297077.890625	21.0	14.0	151.0	-225.0	0.0	299
2014-01-12_13:35:58_088959	-1307519.609375	21.0	12.0	153.0	-225.0	0.0	299
2014-01-12_13:35:58_193909	-1318014.703125	21.0	12.0	153.0	-225.0	0.0	299
2014-01-12_13:35:58_298901	-1328514.5	21.0	10.0	153.0	-225.0	0.0	299
2014-01-12_13:35:58_403926	-1339016.609375	21.0	11.0	152.0	-225.0	0.0	299
2014-01-12_13:35:58_508747	-1349497.921875	21.0	13.0	152.0	-226.0	0.0	299
2014-01-12_13:35:58_613778	-1360002.90625	21.0	13.0	151.0	-224.0	0.0	299
2014-01-12_13:35:58_719105	-1370534.515625	21.0	14.0	152.0	-225.0	0.0	299
2014-01-12_13:35:58_823516	-1380975.109375	21.0	13.0	154.0	-224.0	0.0	299
2014-01-12_13:35:58_928386	-1391469.09375	21.0	12.0	151.0	-225.0	0.0	299
2014-01-12_13:35:59_033602	-1401985.09375	21.0	11.0	151.0	-227.0	0.0	299
2014-01-12_13:35:59_138130	-1412436.515625	21.0	13.0	152.0	-225.0	0.0	299
2014-01-12_13:35:59_242969	-1422926.71875	21.0	12.0	153.0	-227.0	0.0	299
2014-01-12_13:35:59_348083	-1433433.109375	21.0	12.0	153.0	-226.0	0.0	299
2014-01-12_13:35:59_452513	-1443874.8125	21.0	11.0	152.0	-226.0	0.0	299
2014-01-12_13:35:59_557351	-1454359.609375	21.0	13.0	151.0	-223.0	0.0	299
2014-01-12_13:35:59_662424	-1464866.609375	21.0	13.0	149.0	-224.0	0.0	299
2014-01-12_13:35:59_766885	-1475312.109375	21.0	14.0	151.0	-226.0	0.0	299
2014-01-12_13:35:59_871614	-1485785.703125	21.0	14.0	151.0	-224.0	0.0	299
2014-01-12_13:35:59_976605	-1496284.296875	21.0	13.0	152.0	-226.0	0.0	299
2014-01-12_13:36:00_081030	-1506727.203125	21.0	11.0	149.0	-227.0	0.0	299
2014-01-12_13:36:00_185866	-1517210.609375	21.0	11.0	151.0	-226.0	0.0	299
2014-01-12_13:36:00_290057	-1527630.5	21.0	13.0	152.0	-227.0	0.0	299
2014-01-12_13:36:00_394580	-1538080.90625	21.0	13.0	152.0	-225.0	0.0	299
2014-01-12_13:36:00_498779	-1548502.703125	21.0	13.0	151.0	-225.0	0.0	299
2014-01-12_13:36:00_602976	-1558922.3125	21.0	14.0	150.0	-224.0	0.0	299
2014-01-12_13:36:00_707482	-1569371.421875	21.0	12.0	152.0	-224.0	0.0	299
2014-01-12_13:36:00_812228	-1579846.90625	21.0	11.0	152.0	-225.0	0.0	299
2014-01-12_13:36:00_916360	-1590260.515625	21.0	14.0	152.0	-227.0	0.0	299
