datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	d	speed_real
2014-01-25_17:56:43_264290	491462.984375	8.8	31.0	130.0	-358.0	-0.4892578125	0.01318359375	0.74951171875	-9.282442748091603	3.885496183206107	0.21374045801526717	17.83	253
2014-01-25_17:56:43_377228	502760.6875	9.0	92.0	169.0	-265.0	-0.70751953125	-0.1396484375	0.789306640625	-5.7251908396946565	2.6564885496183206	0.33587786259541985	16.37	254
2014-01-25_17:56:43_490951	514129.984375	9.2	-19.0	120.0	-213.0	-0.62255859375	0.1728515625	0.67919921875	-1.099236641221374	2.8931297709923665	0.17557251908396945	20.31	254
2014-01-25_17:56:43_605341	525624.296875	9.4	32.0	141.0	-184.0	-0.570068359375	0.22021484375	1.011962890625	-0.9923664122137404	1.9236641221374047	0.20610687022900764	20.6	255
2014-01-25_17:56:43_721251	537163.171875	9.6	39.0	131.0	-183.0	-0.5419921875	-0.0849609375	0.63623046875	-3.2977099236641223	1.702290076335878	0.44274809160305345	28.06	256
2014-01-25_17:56:43_834372	548471.484375	9.8	83.0	226.0	-265.0	-0.33740234375	0.353515625	0.92822265625	-5.557251908396947	1.213740458015267	0.366412213740458	18.6	257
2014-01-25_17:56:43_947842	559818.09375	10.0	124.0	166.0	-182.0	-0.640380859375	0.133544921875	0.505126953125	2.6106870229007635	3.3435114503816794	0.5725190839694656	17.61	258
2014-01-25_17:56:44_061486	571189.6875	10.2	133.0	194.0	-373.0	-0.51513671875	0.04638671875	0.9521484375	-2.366412213740458	2.519083969465649	-1.9083969465648856	19.58	258
2014-01-25_17:56:44_175509	582587.1875	10.4	-65.0	66.0	-142.0	-0.461181640625	-0.1064453125	0.74658203125	-0.8244274809160306	1.450381679389313	0.4122137404580153	17.78	259
2014-01-25_17:56:44_288351	593868.578125	10.6	192.0	209.0	-170.0	-0.40185546875	0.196044921875	1.1328125	-1.450381679389313	1.4045801526717556	0.25190839694656486	18.99	260
2014-01-25_17:56:44_402450	605279.671875	10.8	86.0	186.0	-207.0	-0.54443359375	-0.039794921875	1.0849609375	-4.564885496183206	1.465648854961832	1.5801526717557253	18.26	261
2014-01-25_17:56:44_515279	616561.484375	11.0	-61.0	158.0	-275.0	-0.405029296875	0.109375	0.67919921875	-2.66412213740458	0.7099236641221374	0.061068702290076333	17.15	261
2014-01-25_17:56:44_628723	627906.484375	11.2	117.0	169.0	-230.0	-0.572265625	0.129638671875	0.938232421875	0.5725190839694656	1.6641221374045803	-0.21374045801526717	19.07	262
2014-01-25_17:56:44_743071	639342.28125	11.4	130.0	233.0	-293.0	-0.709716796875	-0.061767578125	0.49169921875	-0.4961832061068702	2.763358778625954	1.465648854961832	18.58	263
2014-01-25_17:56:44_855765	650610.078125	11.6	115.0	124.0	-176.0	-0.625732421875	-0.09912109375	0.74755859375	-4.809160305343512	0.07633587786259542	-1.3282442748091603	16.39	264
2014-01-25_17:56:44_969840	662019.078125	11.8	34.0	182.0	-299.0	-0.58935546875	0.23828125	0.88916015625	-2.33587786259542	1.5267175572519085	1.183206106870229	18.63	264
2014-01-25_17:56:45_083105	673377.578125	12.0	55.0	158.0	-164.0	-0.579833984375	0.132080078125	0.662109375	-0.9007633587786259	0.6946564885496184	1.5648854961832062	18.53	265
2014-01-25_17:56:45_197482	684783.1875	12.2	-12.0	133.0	-267.0	-0.49560546875	0.139892578125	0.82470703125	-4.137404580152672	3.5572519083969465	0.8702290076335878	16.74	266
2014-01-25_17:56:45_310141	696048.28125	12.4	168.0	84.0	-147.0	-0.595947265625	0.12939453125	0.8916015625	0.6030534351145038	2.3435114503816794	0.7786259541984732	17.59	267
2014-01-25_17:56:45_424502	707484.46875	12.6	124.0	184.0	-63.0	-0.5634765625	0.181396484375	0.94482421875	-4.67175572519084	0.45038167938931295	1.1374045801526718	17.71	267
2014-01-25_17:56:45_537176	718759.796875	12.8	240.0	164.0	-206.0	-0.395263671875	0.274169921875	0.24658203125	-6.1603053435114505	-1.8931297709923665	0.816793893129771	16.8	268
2014-01-25_17:56:45_650865	730120.671875	13.0	-9.0	277.0	-375.0	-0.461669921875	0.231201171875	1.300048828125	-1.7099236641221374	-0.3969465648854962	-0.9236641221374046	16.03	269
2014-01-25_17:56:45_764976	741531.890625	13.2	-13.0	241.0	-309.0	-0.709228515625	-0.1962890625	1.226806640625	-7.5038167938931295	4.717557251908397	1.4427480916030535	18.12	270
2014-01-25_17:56:45_878019	752836.203125	13.4	-149.0	125.0	-122.0	-0.563720703125	0.0185546875	1.028076171875	9.86259541984733	3.1908396946564888	1.8931297709923665	19.31	270
2014-01-25_17:56:45_991755	764210.078125	13.6	-42.0	217.0	-241.0	-0.572509765625	0.54052734375	0.60888671875	-7.961832061068702	4.770992366412214	2.763358778625954	16.01	271
2014-01-25_17:56:46_106090	775667.875	13.8	80.0	271.0	-167.0	-0.588134765625	-0.249267578125	0.870361328125	-2.267175572519084	2.2900763358778624	-2.145038167938931	21.2	272
2014-01-25_17:56:46_220297	787063.59375	14.0	-70.0	136.0	-297.0	-0.49609375	0.163818359375	1.115478515625	8.816793893129772	2.114503816793893	-0.8244274809160306	18.51	273
2014-01-25_17:56:46_333754	798444.984375	14.2	-127.0	165.0	-339.0	-0.557373046875	0.174072265625	0.947998046875	3.66412213740458	-1.2748091603053435	1.0076335877862594	18.66	273
2014-01-25_17:56:46_449240	809966.390625	14.4	-137.0	266.0	-257.0	-0.62353515625	-0.29931640625	0.54736328125	5.0	2.8091603053435112	-0.5343511450381679	17.32	274
2014-01-25_17:56:46_562244	821292.890625	14.6	10.0	184.0	-341.0	-0.55224609375	0.40869140625	0.568359375	3.099236641221374	3.5114503816793894	-2.3587786259541983	17.44	275
2014-01-25_17:56:46_676350	832702.171875	14.8	181.0	278.0	-140.0	-0.6396484375	0.215087890625	0.97509765625	-1.015267175572519	5.511450381679389	-1.366412213740458	18.16	276
2014-01-25_17:56:46_789531	843986.890625	15.0	259.0	229.0	-388.0	-0.553466796875	0.198486328125	1.080322265625	-15.541984732824428	4.8320610687022905	0.5648854961832062	18.92	276
2014-01-25_17:56:46_903300	855364.296875	15.2	183.0	254.0	-167.0	-0.569091796875	0.01123046875	0.650146484375	-4.824427480916031	-9.725190839694656	1.3587786259541985	19.03	277
2014-01-25_17:56:47_016052	866638.890625	15.4	90.0	233.0	-161.0	-0.635498046875	-0.21142578125	0.940673828125	-2.114503816793893	1.282442748091603	1.3282442748091603	17.8	278
2014-01-25_17:56:47_129783	878012.890625	15.6	-98.0	173.0	-183.0	-0.2802734375	0.66650390625	1.260498046875	-13.15267175572519	-1.3053435114503817	0.9236641221374046	15.98	279
2014-01-25_17:56:47_242972	889359.390625	15.8	127.0	270.0	-187.0	-0.54931640625	-0.09130859375	1.111572265625	-8.267175572519085	-7.473282442748092	3.404580152671756	17.27	280
2014-01-25_17:56:47_357151	900749.984375	16.0	54.0	136.0	-402.0	-0.54931640625	0.021484375	0.493408203125	2.8931297709923665	-16.47328244274809	0.33587786259541985	15.49	280
2014-01-25_17:56:47_470419	912075.78125	16.2	48.0	16.0	-149.0	-0.623046875	-0.133544921875	0.704345703125	-1.4580152671755726	-17.946564885496183	0.6335877862595419	16.18	281
2014-01-25_17:56:47_583932	923427.6875	16.4	-79.0	31.0	-266.0	-0.53759765625	0.0732421875	0.89111328125	-4.526717557251908	-21.30534351145038	-1.2213740458015268	16.66	282
2014-01-25_17:56:47_696568	934690.6875	16.6	-57.0	241.0	-321.0	-0.507568359375	-0.06396484375	0.791748046875	0.0	-16.427480916030536	0.42748091603053434	17.97	283
2014-01-25_17:56:47_810466	946080.484375	16.8	147.0	270.0	-201.0	-0.38525390625	0.114501953125	0.341064453125	-0.1297709923664122	-11.076335877862595	-0.9923664122137404	18.58	283
2014-01-25_17:56:47_923350	957368.578125	17.0	17.0	188.0	-187.0	-0.21240234375	0.263916015625	0.89111328125	-7.862595419847328	1.7709923664122138	0.5954198473282443	16.97	284
2014-01-25_17:56:48_037161	968754.6875	17.2	-48.0	224.0	-269.0	-0.220458984375	0.2431640625	0.544677734375	-10.541984732824428	4.908396946564886	-0.8320610687022901	16.66	285
2014-01-25_17:56:48_149970	980030.890625	17.4	-23.0	228.0	-290.0	-0.3740234375	-0.136962890625	1.540283203125	1.8549618320610688	4.648854961832061	-0.816793893129771	19.18	286
2014-01-25_17:56:48_263598	991425.484375	17.6	75.0	245.0	-262.0	-0.4345703125	0.149169921875	0.984619140625	4.786259541984733	5.931297709923665	-0.366412213740458	20.01	286
2014-01-25_17:56:48_377023	1002735.484375	17.8	126.0	102.0	-286.0	-0.415771484375	0.212158203125	0.54052734375	-3.83206106870229	-6.5038167938931295	0.916030534351145	18.12	287
2014-01-25_17:56:48_490571	1014095.1875	18.0	-140.0	71.0	-185.0	-0.6015625	-0.399658203125	0.617919921875	0.24427480916030533	-3.618320610687023	1.8931297709923665	18.78	288
2014-01-25_17:56:48_603933	1025426.78125	18.2	-14.0	11.0	-175.0	-0.376708984375	0.1923828125	1.277099609375	7.587786259541985	-3.2290076335877864	-0.8702290076335878	26.96	289
2014-01-25_17:56:48_717679	1036835.1875	18.4	-51.0	69.0	-118.0	-0.37548828125	0.40966796875	0.13720703125	-3.3282442748091605	-10.961832061068701	-0.15267175572519084	19.77	289
2014-01-25_17:56:48_831003	1048133.890625	18.6	106.0	84.0	-323.0	-0.3056640625	0.404052734375	1.085205078125	8.709923664122137	-10.473282442748092	1.9236641221374047	19.82	290
2014-01-25_17:56:48_945258	1059560.390625	18.8	-44.0	67.0	-97.0	-0.26171875	0.04296875	0.78515625	-12.244274809160306	-12.603053435114504	2.015267175572519	21.18	291
2014-01-25_17:56:49_058487	1070882.984375	19.0	148.0	113.0	-274.0	-0.18505859375	0.4033203125	1.8505859375	-2.015267175572519	-10.954198473282442	1.9770992366412214	20.74	292
2014-01-25_17:56:49_173047	1082339.5	19.2	60.0	95.0	-206.0	-0.27294921875	0.16162109375	0.364013671875	-2.9770992366412212	-14.351145038167939	0.6030534351145038	24.27	292
2014-01-25_17:56:49_286062	1093639.890625	19.4	24.0	133.0	-315.0	-0.11376953125	0.242919921875	1.33056640625	-1.7328244274809161	-18.045801526717558	1.816793893129771	21.37	293
2014-01-25_17:56:49_400391	1105073.6875	19.6	111.0	107.0	-363.0	-0.15380859375	0.098388671875	0.2880859375	-8.129770992366412	-24.458015267175572	0.1450381679389313	24.16	294
2014-01-25_17:56:49_514310	1116497.390625	19.8	36.0	165.0	-129.0	-0.120361328125	-0.179443359375	1.93798828125	3.564885496183206	-27.206106870229007	2.33587786259542	23.82	295
2014-01-25_17:56:49_629119	1127946.390625	20.0	-3.0	-38.0	-260.0	-0.136962890625	-0.42333984375	0.961669921875	3.0381679389312977	-28.259541984732824	3.6717557251908395	26.33	295
2014-01-25_17:56:49_742711	1139337.296875	20.2	23.0	-51.0	-224.0	-0.029296875	-0.0654296875	0.77099609375	-14.106870229007633	-28.572519083969464	2.7251908396946565	22.47	296
2014-01-25_17:56:49_857496	1150817.203125	20.4	159.0	71.0	-215.0	-0.100830078125	-0.017578125	1.27587890625	12.725190839694656	-25.33587786259542	2.6412213740458017	23.44	297
2014-01-25_17:56:49_971398	1162234.6875	20.6	97.0	-74.0	-428.0	0.10302734375	-0.10498046875	1.635498046875	-10.83969465648855	-26.47328244274809	2.1603053435114505	32.61	298
2014-01-25_17:56:50_086838	1173718.5	20.8	117.0	148.0	-333.0	0.336181640625	0.0126953125	0.5517578125	-2.8091603053435112	-37.12977099236641	2.8091603053435112	26.73	299
2014-01-25_17:56:50_200128	1185046.875	21.0	55.0	-153.0	-230.0	0.166748046875	-0.38623046875	1.486083984375	-1.9236641221374047	-48.64885496183206	4.206106870229007	28.83	299
2014-01-25_17:56:50_314739	1196511.46875	21.2	110.0	-150.0	-406.0	0.09814453125	-0.04736328125	1.0146484375	-6.572519083969466	-64.14503816793894	5.541984732824427	28.68	300
2014-01-25_17:56:50_428262	1207859.796875	21.4	184.0	-29.0	-58.0	0.7490234375	0.06689453125	1.100830078125	11.16030534351145	-79.45038167938931	9.16793893129771	30.48	301
2014-01-25_17:56:50_543092	1219344.390625	21.4	128.0	-190.0	-321.0	0.760986328125	-0.3681640625	0.294921875	-0.9083969465648855	10.236641221374045	2.5267175572519083	27.2	301
2014-01-25_17:56:50_656237	1230656.96875	21.4	91.0	-156.0	-335.0	0.694580078125	-0.033447265625	-0.00341796875	-4.732824427480916	5.00763358778626	2.3053435114503817	23.41	301
2014-01-25_17:56:50_770639	1242098.390625	21.4	29.0	-211.0	-116.0	0.736572265625	0.513916015625	1.718505859375	-12.954198473282442	-7.236641221374046	2.0381679389312977	26.88	301
2014-01-25_17:56:50_885568	1253623.078125	21.4	36.0	-117.0	-99.0	0.5166015625	0.366455078125	1.900390625	-3.717557251908397	7.809160305343512	-3.312977099236641	30.22	301
2014-01-25_17:56:51_000777	1265112.890625	21.4	94.0	-139.0	-363.0	0.72607421875	0.34912109375	-0.245849609375	-12.221374045801527	-14.664122137404581	0.2748091603053435	28.42	301
2014-01-25_17:56:51_115821	1276647.78125	21.4	-21.0	-114.0	-158.0	0.539794921875	0.320068359375	1.43743896484375	-10.977099236641221	16.732824427480917	-0.5267175572519084	22.36	301
2014-01-25_17:56:51_231074	1288141.296875	21.4	84.0	-151.0	-327.0	0.642578125	-0.115234375	1.8876953125	-19.977099236641223	-11.488549618320612	0.8091603053435115	27.15	301
2014-01-25_17:56:51_346193	1299677.890625	21.4	58.0	-17.0	-340.0	0.40771484375	0.046142578125	0.828369140625	4.748091603053435	9.65648854961832	-0.9923664122137404	31.08	301
2014-01-25_17:56:51_461081	1311201.375	21.4	41.0	-94.0	-275.0	0.36669921875	0.078369140625	-0.520751953125	-8.694656488549619	-4.580152671755725	-0.48091603053435117	23.75	301
2014-01-25_17:56:51_575442	1322577.6875	21.4	42.0	-152.0	-419.0	0.632080078125	0.157470703125	1.986572265625	-2.4732824427480917	4.770992366412214	0.9923664122137404	26.6	301
2014-01-25_17:56:51_689495	1333984.171875	21.4	-51.0	-83.0	-330.0	0.72314453125	-0.02685546875	1.037841796875	2.954198473282443	3.5572519083969465	-1.5648854961832062	23.0	301
2014-01-25_17:56:51_804508	1345517.390625	21.4	82.0	-135.0	-253.0	0.76318359375	0.144775390625	1.503662109375	-7.412213740458015	-7.885496183206107	0.16030534351145037	33.15	301
2014-01-25_17:56:51_919258	1356959.484375	21.4	56.0	-58.0	-245.0	0.589111328125	0.197509765625	1.430908203125	0.16793893129770993	7.862595419847328	1.4045801526717556	25.7	301
2014-01-25_17:56:52_032735	1368306.984375	21.4	116.0	-139.0	-184.0	0.33984375	0.17431640625	-0.42431640625	-12.801526717557252	-0.8244274809160306	-0.19083969465648856	29.05	301
2014-01-25_17:56:52_147044	1379737.390625	21.4	13.0	-204.0	-432.0	0.527099609375	0.23388671875	0.105224609375	2.1068702290076335	1.4732824427480915	0.6946564885496184	30.78	301
2014-01-25_17:56:52_260374	1391071.078125	21.4	65.0	-125.0	-422.0	0.4658203125	0.15869140625	1.040771484375	1.5725190839694656	8.427480916030534	-1.1374045801526718	25.25	301
2014-01-25_17:56:52_375168	1402551.6875	21.4	49.0	-95.0	-90.0	0.3857421875	0.36474609375	-0.890869140625	-19.328244274809162	-2.1068702290076335	-1.0687022900763359	31.96	301
2014-01-25_17:56:52_488789	1413912.390625	21.4	-35.0	-121.0	-141.0	0.58349609375	0.25244140625	1.793701171875	-2.3282442748091605	11.244274809160306	3.0229007633587788	26.67	301
2014-01-25_17:56:52_603453	1425380.078125	21.4	-1.0	-141.0	-29.0	0.569580078125	0.169189453125	1.37451171875	7.404580152671755	5.137404580152672	-1.2900763358778626	30.87	301
2014-01-25_17:56:52_716824	1436718.6875	21.4	-36.0	-96.0	-291.0	0.520751953125	0.052001953125	1.99993896484375	-22.206106870229007	-7.893129770992366	0.21374045801526717	25.88	301
2014-01-25_17:56:52_831600	1448201.578125	21.4	245.0	-59.0	-356.0	0.308837890625	-0.409912109375	0.973388671875	8.274809160305344	8.98473282442748	0.5801526717557252	29.09	301
2014-01-25_17:56:52_947127	1459777.984375	21.4	130.0	-164.0	-311.0	0.68701171875	0.53466796875	0.97412109375	7.236641221374046	-0.9847328244274809	-0.9007633587786259	28.0	301
2014-01-25_17:56:53_062313	1471266.375	21.4	49.0	-92.0	-49.0	0.535400390625	0.58740234375	-0.8369140625	12.664122137404581	4.916030534351145	-0.7175572519083969	32.94	301
2014-01-25_17:56:53_175508	1482584.375	21.4	-39.0	-209.0	229.0	0.24853515625	0.2373046875	1.993408203125	-13.916030534351146	10.045801526717558	2.9389312977099236	24.11	301
2014-01-25_17:56:53_290335	1494067.5	21.4	6.0	-96.0	-488.0	0.37548828125	-0.258056640625	0.37493896484375	-26.366412213740457	-9.251908396946565	1.3511450381679388	35.7	301
2014-01-25_17:56:53_404803	1505553.375	21.4	123.0	-140.0	-265.0	0.7421875	0.0	1.5419921875	13.786259541984732	5.427480916030534	0.20610687022900764	29.02	301
2014-01-25_17:56:53_520348	1517099.375	21.4	171.0	-66.0	-55.0	0.57080078125	-0.919189453125	-1.2041015625	13.381679389312977	-0.5725190839694656	-1.5267175572519085	33.83	301
2014-01-25_17:56:53_635921	1528672.09375	21.4	-52.0	-159.0	-153.0	0.3916015625	-0.840576171875	0.94970703125	23.671755725190838	9.664122137404581	-0.6946564885496184	31.98	301
2014-01-25_17:56:53_751151	1540148.484375	21.4	-10.0	-101.0	-32.0	0.6572265625	-0.597900390625	-0.710205078125	15.01526717557252	-3.7251908396946565	-0.33587786259541985	30.45	301
2014-01-25_17:56:53_865248	1551557.484375	21.4	38.0	-168.0	-442.0	0.539794921875	0.259765625	-0.212646484375	3.099236641221374	-1.3129770992366412	-0.8549618320610687	33.01	301
2014-01-25_17:56:53_979445	1563004.078125	21.4	90.0	-168.0	-440.0	0.28173828125	-0.43798828125	1.1435546875	0.35877862595419846	10.335877862595419	0.22900763358778625	23.87	301
2014-01-25_17:56:54_093731	1574442.28125	21.4	79.0	-99.0	-62.0	0.6318359375	0.20361328125	1.16357421875	7.404580152671755	7.267175572519084	-1.3206106870229009	28.39	301
2014-01-25_17:56:54_209274	1585962.078125	21.4	-1.0	-142.0	-373.0	0.40869140625	0.096923828125	0.4560546875	-17.16030534351145	-3.366412213740458	-0.37404580152671757	33.3	301
2014-01-25_17:56:54_323735	1597442.6875	21.4	-13.0	-205.0	-318.0	0.480224609375	0.007080078125	0.29638671875	17.068702290076335	8.17557251908397	-1.0	31.74	301
2014-01-25_17:56:54_439083	1608942.484375	21.4	31.0	-145.0	-85.0	0.793701171875	0.28759765625	0.90087890625	-1.786259541984733	6.267175572519084	0.5954198473282443	24.55	301
2014-01-25_17:56:54_552631	1620328.78125	21.4	148.0	-81.0	-299.0	0.420654296875	0.01953125	1.12841796875	-24.587786259541986	-4.793893129770993	-1.450381679389313	24.1	301
2014-01-25_17:56:54_667862	1631824.171875	21.4	-28.0	-185.0	-265.0	0.36572265625	-0.443603515625	1.145751953125	21.106870229007633	8.48091603053435	1.5648854961832062	27.54	301
2014-01-25_17:56:54_781350	1643168.484375	21.4	150.0	-136.0	-279.0	0.766845703125	0.103515625	0.815185546875	17.19083969465649	-0.09923664122137404	-1.3893129770992367	29.36	301
2014-01-25_17:56:54_897243	1654758.875	21.4	-12.0	-82.0	-96.0	0.414794921875	0.170166015625	0.0205078125	-9.053435114503817	-4.106870229007634	0.0	32.43	301
2014-01-25_17:56:55_010446	1666078.484375	21.4	-57.0	-126.0	139.0	0.389404296875	0.20166015625	1.5791015625	-8.312977099236642	10.770992366412214	1.6564885496183206	25.64	301
