datetime	speed	x	y	z	d	speed_real
2014-01-12_13:24:22_583056	12.4	-2.0	144.0	-253.0	0.0	267
2014-01-12_13:24:22_688232	12.6	30.0	155.0	-223.0	0.0	267
2014-01-12_13:24:22_793275	12.8	-44.0	213.0	-232.0	0.0	268
2014-01-12_13:24:22_898812	13.0	93.0	41.0	-210.0	0.0	269
2014-01-12_13:24:23_004129	13.2	-33.0	349.0	-255.0	0.0	270
2014-01-12_13:24:23_109443	13.4	-9.0	173.0	-211.0	0.0	270
2014-01-12_13:24:23_214372	13.6	-7.0	304.0	-227.0	0.0	271
2014-01-12_13:24:23_319334	13.8	-72.0	260.0	-207.0	0.0	272
2014-01-12_13:24:23_424640	14.0	-23.0	263.0	-227.0	0.0	273
2014-01-12_13:24:23_529899	14.2	13.0	62.0	-216.0	0.0	273
2014-01-12_13:24:23_635705	14.4	-31.0	239.0	-237.0	0.0	274
2014-01-12_13:24:23_741521	14.6	78.0	41.0	-162.0	0.0	275
2014-01-12_13:24:23_846526	14.8	28.0	124.0	-200.0	0.0	276
2014-01-12_13:24:23_951564	15.0	39.0	99.0	-197.0	0.0	276
2014-01-12_13:24:24_057748	15.2	49.0	183.0	-228.0	0.0	277
2014-01-12_13:24:24_162936	15.4	25.0	210.0	-304.0	0.0	278
2014-01-12_13:24:24_268023	15.6	16.0	78.0	-179.0	0.0	279
2014-01-12_13:24:24_373453	15.8	-32.0	145.0	-245.0	0.0	280
2014-01-12_13:24:24_478938	16.0	24.0	128.0	-164.0	0.0	280
2014-01-12_13:24:24_584005	16.2	-54.0	86.0	-162.0	0.0	281
2014-01-12_13:24:24_689006	16.4	32.0	154.0	-206.0	0.0	282
2014-01-12_13:24:24_794391	16.6	25.0	99.0	-193.0	0.0	283
2014-01-12_13:24:24_899367	16.8	-81.0	152.0	-282.0	0.0	283
2014-01-12_13:24:25_004386	17.0	46.0	129.0	-235.0	0.0	284
2014-01-12_13:24:25_109408	17.2	-13.0	146.0	-318.0	0.0	285
2014-01-12_13:24:25_214368	17.4	-13.0	172.0	-299.0	0.0	286
2014-01-12_13:24:25_319763	17.6	-5.0	95.0	-227.0	0.0	286
2014-01-12_13:24:25_424705	17.8	7.0	28.0	-293.0	0.0	287
2014-01-12_13:24:25_530321	18.0	25.0	202.0	-233.0	0.0	288
2014-01-12_13:24:25_635386	18.2	25.0	226.0	-238.0	0.0	289
2014-01-12_13:24:25_740923	18.4	36.0	124.0	-253.0	0.0	289
2014-01-12_13:24:25_846190	18.6	24.0	106.0	-205.0	0.0	290
2014-01-12_13:24:25_951535	18.8	60.0	124.0	-235.0	0.0	291
2014-01-12_13:24:26_056647	19.0	69.0	87.0	-169.0	0.0	292
2014-01-12_13:24:26_161672	19.2	-48.0	149.0	-281.0	0.0	292
2014-01-12_13:24:26_267045	19.4	3.0	131.0	-206.0	0.0	293
2014-01-12_13:24:26_371717	19.6	38.0	29.0	-208.0	0.0	294
2014-01-12_13:24:26_476712	19.8	-9.0	84.0	-277.0	0.0	295
2014-01-12_13:24:26_582774	20.0	5.0	166.0	-216.0	0.0	295
2014-01-12_13:24:26_688394	20.2	-29.0	163.0	-267.0	0.0	296
2014-01-12_13:24:26_793775	20.4	22.0	103.0	-279.0	0.0	297
2014-01-12_13:24:26_898835	20.6	4.0	105.0	-259.0	0.0	298
2014-01-12_13:24:27_003831	20.8	-39.0	187.0	-218.0	0.0	299
2014-01-12_13:24:27_108843	21.0	30.0	46.0	-272.0	0.0	299
2014-01-12_13:24:27_214093	21.2	106.0	76.0	-233.0	0.0	300
2014-01-12_13:24:27_319044	21.4	-19.0	70.0	-294.0	0.0	301
2014-01-12_13:24:27_424895	21.6	-1.0	28.0	-241.0	0.0	302
2014-01-12_13:24:27_530020	21.8	-37.0	202.0	-275.0	0.0	302
2014-01-12_13:24:27_635670	22.0	46.0	114.0	-255.0	0.0	303
2014-01-12_13:24:27_741022	22.2	-12.0	101.0	-268.0	0.0	304
2014-01-12_13:24:27_846250	22.4	70.0	36.0	-226.0	0.0	305
2014-01-12_13:24:27_953275	22.6	-46.0	84.0	-277.0	0.0	305
2014-01-12_13:24:28_058429	22.8	40.0	19.0	-331.0	0.0	306
2014-01-12_13:24:28_163442	23.0	29.0	58.0	-258.0	0.0	307
2014-01-12_13:24:28_268623	23.2	-77.0	95.0	-218.0	0.0	308
2014-01-12_13:24:28_373972	23.4	63.0	24.0	-223.0	0.0	308
2014-01-12_13:24:28_479165	23.6	86.0	-30.0	-319.0	0.0	309
2014-01-12_13:24:28_584483	23.8	-17.0	-29.0	-268.0	0.0	310
2014-01-12_13:24:28_689553	24.0	6.0	-62.0	-182.0	0.0	311
2014-01-12_13:24:28_795474	24.2	-31.0	-10.0	-267.0	0.0	311
2014-01-12_13:24:28_900479	24.4	0.0	-159.0	-354.0	0.0	312
2014-01-12_13:24:29_005806	24.6	51.0	-95.0	-96.0	0.0	313
2014-01-12_13:24:29_111149	24.8	103.0	-207.0	-165.0	0.0	314
2014-01-12_13:24:29_216201	25.0	51.0	-100.0	-158.0	0.0	314
2014-01-12_13:24:29_321226	25.0	-50.0	-202.0	-196.0	0.0	315
2014-01-12_13:24:29_425996	25.0	68.0	-125.0	-284.0	0.0	315
2014-01-12_13:24:29_531865	25.0	-3.0	-195.0	-32.0	0.0	315
2014-01-12_13:24:29_637189	25.0	131.0	-188.0	-261.0	0.0	315
2014-01-12_13:24:29_742218	25.0	80.0	-153.0	-71.0	0.0	315
2014-01-12_13:24:29_847268	25.0	9.0	-257.0	-222.0	0.0	315
2014-01-12_13:24:29_952956	25.0	50.0	-121.0	-203.0	0.0	315
2014-01-12_13:24:30_058395	25.0	31.0	-151.0	-179.0	0.0	315
2014-01-12_13:24:30_163473	25.0	99.0	-188.0	-191.0	0.0	315
2014-01-12_13:24:30_269299	25.0	45.0	-195.0	-197.0	0.0	315
2014-01-12_13:24:30_373965	25.0	-1.0	-199.0	-230.0	0.0	315
2014-01-12_13:24:30_478212	25.0	78.0	-122.0	-154.0	0.0	315
2014-01-12_13:24:30_583216	25.0	26.0	-218.0	-252.0	0.0	315
2014-01-12_13:24:30_687994	25.0	-94.0	-127.0	-194.0	0.0	315
2014-01-12_13:24:30_793138	25.0	42.0	-211.0	-212.0	0.0	315
2014-01-12_13:24:30_898446	25.0	43.0	-205.0	-102.0	0.0	315
2014-01-12_13:24:31_003908	25.0	3.0	-188.0	-228.0	0.0	315
2014-01-12_13:24:31_108919	25.0	-24.0	-133.0	-201.0	0.0	315
2014-01-12_13:24:31_214276	25.0	9.0	-163.0	-198.0	0.0	315
2014-01-12_13:24:31_319438	25.0	78.0	-130.0	-165.0	0.0	315
2014-01-12_13:24:31_424412	25.0	68.0	-173.0	-219.0	0.0	315
2014-01-12_13:24:31_529597	25.0	113.0	-114.0	-192.0	0.0	315
2014-01-12_13:24:31_635481	25.0	41.0	-138.0	-157.0	0.0	315
2014-01-12_13:24:31_740837	25.0	13.0	-197.0	-240.0	0.0	315
2014-01-12_13:24:31_846128	25.0	-9.0	-170.0	-146.0	0.0	315
2014-01-12_13:24:31_951411	25.0	57.0	-169.0	-253.0	0.0	315
2014-01-12_13:24:32_056730	25.0	98.0	-221.0	-144.0	0.0	315
2014-01-12_13:24:32_161937	25.0	36.0	-181.0	-224.0	0.0	315
2014-01-12_13:24:32_267498	25.0	54.0	-159.0	-180.0	0.0	315
2014-01-12_13:24:32_372776	25.0	50.0	-171.0	-201.0	0.0	315
2014-01-12_13:24:32_478040	25.0	47.0	-127.0	-234.0	0.0	315
2014-01-12_13:24:32_583094	25.0	23.0	-160.0	-148.0	0.0	315
2014-01-12_13:24:32_688385	25.0	97.0	-142.0	-206.0	0.0	315
2014-01-12_13:24:32_794205	25.0	43.0	-219.0	-164.0	0.0	315
2014-01-12_13:24:32_899546	25.0	59.0	-123.0	-229.0	0.0	315
2014-01-12_13:24:33_004810	25.0	29.0	-201.0	-159.0	0.0	315
2014-01-12_13:24:33_110272	25.0	66.0	-143.0	-216.0	0.0	315
2014-01-12_13:24:33_215291	25.0	51.0	-189.0	-91.0	0.0	315
2014-01-12_13:24:33_320307	25.0	-48.0	-191.0	-231.0	0.0	315
2014-01-12_13:24:33_425754	25.0	66.0	-174.0	-192.0	0.0	315
2014-01-12_13:24:33_530851	25.0	-2.0	-197.0	-205.0	0.0	315
2014-01-12_13:24:33_636269	25.0	33.0	-173.0	-172.0	0.0	315
2014-01-12_13:24:33_741531	25.0	48.0	-224.0	-177.0	0.0	315
2014-01-12_13:24:33_846744	25.0	85.0	-201.0	-199.0	0.0	315
2014-01-12_13:24:33_951780	25.0	32.0	-102.0	-168.0	0.0	315
2014-01-12_13:24:34_056791	25.0	69.0	-210.0	-211.0	0.0	315
2014-01-12_13:24:34_161839	25.0	45.0	-164.0	-157.0	0.0	315
2014-01-12_13:24:34_266977	25.0	67.0	-203.0	-202.0	0.0	315
