datetime	speed	x	y	z	d	speed_real
2014-01-12_13:22:53_316543	5.4	30.0	187.0	-228.0	0.0	240
2014-01-12_13:22:53_421222	5.6	-3.0	137.0	-217.0	0.0	241
2014-01-12_13:22:53_526265	5.8	-3.0	137.0	-217.0	0.0	242
2014-01-12_13:22:53_631255	6.0	52.0	155.0	-242.0	0.0	242
2014-01-12_13:22:53_735606	6.2	-23.0	142.0	-234.0	0.0	243
2014-01-12_13:22:53_840535	6.4	-23.0	142.0	-234.0	0.0	244
2014-01-12_13:22:53_945471	6.6	-18.0	125.0	-195.0	0.0	245
2014-01-12_13:22:54_050665	6.8	38.0	151.0	-228.0	0.0	245
2014-01-12_13:22:54_156062	7.0	38.0	151.0	-228.0	0.0	246
2014-01-12_13:22:54_261770	7.2	-12.0	144.0	-246.0	0.0	247
2014-01-12_13:22:54_366391	7.4	5.0	154.0	-209.0	0.0	248
2014-01-12_13:22:54_471085	7.6	61.0	154.0	-195.0	0.0	248
2014-01-12_13:22:54_576164	7.8	61.0	154.0	-195.0	0.0	249
2014-01-12_13:22:54_680990	8.0	123.0	151.0	-299.0	0.0	250
2014-01-12_13:22:54_785206	8.2	71.0	156.0	-221.0	0.0	251
2014-01-12_13:22:54_889662	8.4	71.0	156.0	-221.0	0.0	251
2014-01-12_13:22:54_993760	8.6	-1.0	154.0	-200.0	0.0	252
2014-01-12_13:22:55_098845	8.8	40.0	175.0	-226.0	0.0	253
2014-01-12_13:22:55_203481	9.0	40.0	175.0	-226.0	0.0	254
2014-01-12_13:22:55_307628	9.2	-10.0	150.0	-229.0	0.0	254
2014-01-12_13:22:55_411983	9.4	17.0	165.0	-216.0	0.0	255
2014-01-12_13:22:55_516041	9.6	17.0	165.0	-216.0	0.0	256
2014-01-12_13:22:55_621139	9.8	-77.0	119.0	-159.0	0.0	257
2014-01-12_13:22:55_725496	10.0	9.0	137.0	-195.0	0.0	258
2014-01-12_13:22:55_829716	10.2	9.0	137.0	-195.0	0.0	258
2014-01-12_13:22:55_934094	10.4	2.0	173.0	-216.0	0.0	259
2014-01-12_13:22:56_038283	10.6	12.0	157.0	-209.0	0.0	260
2014-01-12_13:22:56_142659	10.8	12.0	157.0	-209.0	0.0	261
2014-01-12_13:22:56_246760	11.0	28.0	142.0	-188.0	0.0	261
2014-01-12_13:22:56_351263	11.2	75.0	232.0	-451.0	0.0	262
2014-01-12_13:22:56_455474	11.4	75.0	232.0	-451.0	0.0	263
2014-01-12_13:22:56_559891	11.6	4.0	183.0	-342.0	0.0	264
2014-01-12_13:22:56_663975	11.8	-25.0	125.0	-245.0	0.0	264
2014-01-12_13:22:56_768127	12.0	-25.0	125.0	-245.0	0.0	265
2014-01-12_13:22:56_872931	12.2	27.0	168.0	-239.0	0.0	266
2014-01-12_13:22:56_977242	12.4	4.0	140.0	-244.0	0.0	267
2014-01-12_13:22:57_082311	12.6	4.0	140.0	-244.0	0.0	267
2014-01-12_13:22:57_187530	12.8	23.0	203.0	-250.0	0.0	268
2014-01-12_13:22:57_292420	13.0	11.0	179.0	-182.0	0.0	269
2014-01-12_13:22:57_397450	13.2	11.0	179.0	-182.0	0.0	270
2014-01-12_13:22:57_503367	13.4	-23.0	252.0	-164.0	0.0	270
2014-01-12_13:22:57_608543	13.6	-55.0	119.0	-162.0	0.0	271
2014-01-12_13:22:57_713554	13.8	-55.0	119.0	-162.0	0.0	272
2014-01-12_13:22:57_819376	14.0	8.0	132.0	-199.0	0.0	273
2014-01-12_13:22:57_924322	14.2	44.0	176.0	-252.0	0.0	273
2014-01-12_13:22:58_029355	14.4	44.0	176.0	-252.0	0.0	274
2014-01-12_13:22:58_134531	14.6	27.0	143.0	-191.0	0.0	275
2014-01-12_13:22:58_239662	14.8	50.0	132.0	-199.0	0.0	276
2014-01-12_13:22:58_345015	15.0	50.0	132.0	-199.0	0.0	276
2014-01-12_13:22:58_450096	15.2	46.0	126.0	-199.0	0.0	277
2014-01-12_13:22:58_556059	15.4	-8.0	191.0	-245.0	0.0	278
2014-01-12_13:22:58_661055	15.6	-92.0	184.0	-247.0	0.0	279
2014-01-12_13:22:58_766044	15.8	-92.0	184.0	-247.0	0.0	280
2014-01-12_13:22:58_871410	16.0	-20.0	161.0	-238.0	0.0	280
2014-01-12_13:22:58_976859	16.2	-12.0	151.0	-290.0	0.0	281
2014-01-12_13:22:59_081935	16.4	-12.0	151.0	-290.0	0.0	282
2014-01-12_13:22:59_187813	16.6	22.0	158.0	-283.0	0.0	283
2014-01-12_13:22:59_292828	16.8	52.0	145.0	-268.0	0.0	283
2014-01-12_13:22:59_398795	17.0	52.0	145.0	-268.0	0.0	284
2014-01-12_13:22:59_503806	17.2	64.0	189.0	-328.0	0.0	285
2014-01-12_13:22:59_609063	17.4	12.0	161.0	-253.0	0.0	286
2014-01-12_13:22:59_714679	17.6	12.0	161.0	-253.0	0.0	286
2014-01-12_13:22:59_820134	17.8	10.0	146.0	-195.0	0.0	287
2014-01-12_13:22:59_925611	18.0	-26.0	216.0	-276.0	0.0	288
2014-01-12_13:23:00_031126	18.2	-26.0	216.0	-276.0	0.0	289
2014-01-12_13:23:00_136216	18.4	109.0	130.0	-56.0	0.0	289
2014-01-12_13:23:00_241242	18.6	34.0	79.0	-209.0	0.0	290
2014-01-12_13:23:00_346755	18.8	34.0	79.0	-209.0	0.0	291
2014-01-12_13:23:00_452211	19.0	43.0	120.0	-187.0	0.0	292
2014-01-12_13:23:00_557565	19.2	117.0	120.0	-196.0	0.0	292
2014-01-12_13:23:00_662570	19.4	117.0	120.0	-196.0	0.0	293
2014-01-12_13:23:00_767788	19.6	14.0	118.0	-251.0	0.0	294
2014-01-12_13:23:00_873635	19.8	-9.0	121.0	-269.0	0.0	295
2014-01-12_13:23:00_979039	20.0	-9.0	121.0	-269.0	0.0	295
2014-01-12_13:23:01_084087	20.0	-47.0	138.0	-273.0	0.0	296
2014-01-12_13:23:01_189913	20.0	-43.0	82.0	-264.0	0.0	296
2014-01-12_13:23:01_294920	20.0	67.0	145.0	-296.0	0.0	296
2014-01-12_13:23:01_399981	20.0	67.0	145.0	-296.0	0.0	296
2014-01-12_13:23:01_505399	20.0	-32.0	61.0	-266.0	0.0	296
2014-01-12_13:23:01_610881	20.0	26.0	132.0	-198.0	0.0	296
2014-01-12_13:23:01_715895	20.0	26.0	132.0	-198.0	0.0	296
2014-01-12_13:23:01_821276	20.0	-42.0	79.0	-199.0	0.0	296
2014-01-12_13:23:01_926738	20.0	-2.0	102.0	-205.0	0.0	296
2014-01-12_13:23:02_032402	20.0	-2.0	102.0	-205.0	0.0	296
2014-01-12_13:23:02_137913	20.0	2.0	132.0	-202.0	0.0	296
2014-01-12_13:23:02_242924	20.0	63.0	69.0	-253.0	0.0	296
2014-01-12_13:23:02_348604	20.0	63.0	69.0	-253.0	0.0	296
2014-01-12_13:23:02_453640	20.0	7.0	84.0	-259.0	0.0	296
2014-01-12_13:23:02_559360	20.0	61.0	133.0	-283.0	0.0	296
2014-01-12_13:23:02_664441	20.0	61.0	133.0	-283.0	0.0	296
2014-01-12_13:23:02_821441	20.0	10.0	4.0	-185.0	0.0	296
2014-01-12_13:23:02_925611	20.0	7.0	84.0	-243.0	0.0	296
2014-01-12_13:23:03_031694	20.0	93.0	127.0	-264.0	0.0	296
2014-01-12_13:23:03_136804	20.0	93.0	127.0	-264.0	0.0	296
2014-01-12_13:23:03_241861	20.0	-15.0	194.0	-243.0	0.0	296
2014-01-12_13:23:03_347202	20.0	22.0	87.0	-257.0	0.0	296
2014-01-12_13:23:03_453509	20.0	22.0	87.0	-257.0	0.0	296
2014-01-12_13:23:03_559035	20.0	-32.0	98.0	-312.0	0.0	296
2014-01-12_13:23:03_664697	20.0	20.0	170.0	-229.0	0.0	296
2014-01-12_13:23:03_769848	20.0	20.0	170.0	-229.0	0.0	296
2014-01-12_13:23:03_875109	20.0	10.0	158.0	-262.0	0.0	296
2014-01-12_13:23:03_980252	20.0	32.0	99.0	-233.0	0.0	296
2014-01-12_13:23:04_086300	20.0	32.0	99.0	-233.0	0.0	296
2014-01-12_13:23:04_191632	20.0	48.0	29.0	-191.0	0.0	296
2014-01-12_13:23:04_296829	20.0	-12.0	8.0	-213.0	0.0	296
2014-01-12_13:23:04_402341	20.0	-1.0	119.0	-259.0	0.0	296
2014-01-12_13:23:04_507897	20.0	-1.0	119.0	-259.0	0.0	296
2014-01-12_13:23:04_613520	20.0	111.0	124.0	-289.0	0.0	296
2014-01-12_13:23:04_718597	20.0	11.0	118.0	-262.0	0.0	296
2014-01-12_13:23:04_824454	20.0	11.0	118.0	-262.0	0.0	296
2014-01-12_13:23:04_929952	20.0	-34.0	81.0	-304.0	0.0	296
2014-01-12_13:23:05_035027	20.0	61.0	29.0	-221.0	0.0	296
2014-01-12_13:23:05_140094	20.0	61.0	29.0	-221.0	0.0	296
2014-01-12_13:23:05_245530	20.0	20.0	123.0	-222.0	0.0	296
2014-01-12_13:23:05_350568	20.0	33.0	170.0	-281.0	0.0	296
2014-01-12_13:23:05_455883	20.0	33.0	170.0	-281.0	0.0	296
2014-01-12_13:23:05_561254	20.0	23.0	108.0	-251.0	0.0	296
2014-01-12_13:23:05_666628	20.0	12.0	101.0	-230.0	0.0	296
2014-01-12_13:23:05_772019	20.0	12.0	101.0	-230.0	0.0	296
2014-01-12_13:23:05_877990	20.0	-22.0	91.0	-246.0	0.0	296
2014-01-12_13:23:05_983012	20.0	-13.0	78.0	-266.0	0.0	296
