datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:58:39_472565	641182.078125	12.2	70.0	151.0	-230.0	17.08	266
2014-01-12_13:58:39_579387	651860.59375	12.4	53.0	169.0	-203.0	16.63	267
2014-01-12_13:58:39_685472	662468.0	12.6	22.0	181.0	-207.0	16.98	267
2014-01-12_13:58:39_792165	673141.78125	12.8	15.0	77.0	-183.0	17.17	268
2014-01-12_13:58:39_898796	683800.6875	13.0	2.0	232.0	-238.0	17.68	269
2014-01-12_13:58:40_006556	694578.1875	13.2	3.0	222.0	-253.0	16.9	270
2014-01-12_13:58:40_112601	705185.59375	13.4	80.0	6.0	-232.0	16.66	270
2014-01-12_13:58:40_219339	715855.5	13.6	94.0	1.0	-237.0	16.88	271
2014-01-12_13:58:40_325750	726497.1875	13.8	84.0	120.0	-220.0	17.25	272
2014-01-12_13:58:40_432531	737212.703125	14.0	-50.0	248.0	-234.0	17.34	273
2014-01-12_13:58:40_539147	747836.203125	14.2	-6.0	214.0	-243.0	18.02	273
2014-01-12_13:58:40_645923	758514.09375	14.4	-29.0	220.0	-220.0	17.44	274
2014-01-12_13:58:40_751950	769115.984375	14.6	21.0	101.0	-251.0	17.46	275
2014-01-12_13:58:40_858821	779804.484375	14.8	33.0	115.0	-237.0	16.83	276
2014-01-12_13:58:40_964942	790415.40625	15.0	9.0	161.0	-212.0	17.1	276
2014-01-12_13:58:41_072037	801126.09375	15.2	-15.0	166.0	-185.0	14.25	277
2014-01-12_13:58:41_177998	811721.390625	15.4	16.0	133.0	-198.0	14.83	278
2014-01-12_13:58:41_284936	822448.984375	15.6	25.0	131.0	-230.0	17.17	279
2014-01-12_13:58:41_391315	833052.703125	15.8	48.0	162.0	-304.0	17.14	280
2014-01-12_13:58:41_498039	843726.203125	16.0	25.0	119.0	-311.0	15.5	280
2014-01-12_13:58:41_605004	854422.796875	16.2	14.0	133.0	-280.0	16.48	281
2014-01-12_13:58:41_711217	865043.6875	16.4	52.0	150.0	-317.0	15.05	282
2014-01-12_13:58:41_818380	875760.28125	16.6	-23.0	176.0	-356.0	15.6	283
2014-01-12_13:58:41_924763	886397.5	16.8	13.0	147.0	-236.0	23.53	283
2014-01-12_13:58:42_031840	897106.09375	17.0	-5.0	169.0	-237.0	23.61	284
2014-01-12_13:58:42_137965	907717.390625	17.2	-7.0	160.0	-233.0	16.98	285
2014-01-12_13:58:42_245203	918449.5	17.4	53.0	139.0	-205.0	19.94	286
2014-01-12_13:58:42_351280	929049.078125	17.6	53.0	138.0	-276.0	16.61	286
2014-01-12_13:58:42_458883	939811.078125	17.8	-37.0	161.0	-222.0	26.16	287
2014-01-12_13:58:42_564896	950411.296875	18.0	-6.0	153.0	-248.0	15.69	288
2014-01-12_13:58:42_671782	961133.6875	18.2	46.0	73.0	-293.0	19.86	289
2014-01-12_13:58:42_778775	971798.984375	18.4	29.0	157.0	-211.0	20.76	289
2014-01-12_13:58:42_886529	982574.796875	18.6	50.0	122.0	-300.0	26.71	290
2014-01-12_13:58:42_993526	993274.09375	18.8	-55.0	168.0	-223.0	22.07	291
2014-01-12_13:58:43_100382	1003960.609375	19.0	42.0	60.0	-261.0	17.94	292
2014-01-12_13:58:43_206534	1014575.5	19.2	5.0	133.0	-267.0	17.66	292
2014-01-12_13:58:43_313650	1025287.59375	19.4	-36.0	140.0	-301.0	18.85	293
2014-01-12_13:58:43_419723	1035893.609375	19.6	23.0	97.0	-277.0	17.08	294
2014-01-12_13:58:43_526513	1046573.484375	19.8	-7.0	60.0	-240.0	17.53	295
2014-01-12_13:58:43_632561	1057177.203125	20.0	-58.0	111.0	-314.0	16.33	295
2014-01-12_13:58:43_739779	1067900.109375	20.2	-34.0	147.0	-291.0	18.24	296
2014-01-12_13:58:43_846878	1078609.890625	20.4	0.0	216.0	-253.0	18.07	297
2014-01-12_13:58:43_953287	1089249.984375	20.6	27.0	65.0	-249.0	23.52	298
2014-01-12_13:58:44_060357	1099961.390625	20.8	-16.0	191.0	-318.0	18.56	299
2014-01-12_13:58:44_166717	1110593.296875	21.0	-18.0	135.0	-296.0	20.65	299
2014-01-12_13:58:44_273665	1121287.984375	21.2	73.0	56.0	-240.0	20.47	300
2014-01-12_13:58:44_379941	1131915.6875	21.4	-66.0	181.0	-303.0	19.67	301
2014-01-12_13:58:44_487254	1142676.390625	21.4	-54.0	188.0	-286.0	21.22	301
2014-01-12_13:58:44_593951	1153316.5	21.4	65.0	67.0	-162.0	20.2	301
2014-01-12_13:58:44_701091	1164031.375	21.4	10.0	-8.0	-208.0	22.1	301
2014-01-12_13:58:44_807571	1174678.203125	21.4	-55.0	52.0	-274.0	22.7	301
2014-01-12_13:58:44_915032	1185432.1875	21.4	72.0	42.0	-218.0	25.5	301
2014-01-12_13:58:45_023353	1196256.796875	21.4	-44.0	86.0	-269.0	27.25	301
2014-01-12_13:58:45_130539	1206975.6875	21.4	68.0	38.0	-218.0	25.55	301
2014-01-12_13:58:45_238063	1217727.296875	21.4	-3.0	72.0	-226.0	29.7	301
2014-01-12_13:58:45_344972	1228433.109375	21.4	6.0	61.0	-233.0	28.13	301
2014-01-12_13:58:45_452953	1239217.59375	21.4	-101.0	97.0	-273.0	29.66	301
2014-01-12_13:58:45_559629	1249884.0	21.4	-41.0	47.0	-260.0	27.46	301
2014-01-12_13:58:45_667154	1260636.6875	21.4	34.0	12.0	-215.0	29.56	301
2014-01-12_13:58:45_774416	1271421.90625	21.4	128.0	20.0	-163.0	25.91	301
2014-01-12_13:58:45_881818	1282103.203125	21.4	33.0	-12.0	-205.0	28.81	301
2014-01-12_13:58:45_989289	1292850.203125	21.4	38.0	-19.0	-200.0	29.19	301
2014-01-12_13:58:46_096569	1303578.203125	21.4	-8.0	-43.0	-236.0	28.2	301
2014-01-12_13:58:46_204350	1314357.59375	21.4	40.0	2.0	-213.0	28.94	301
2014-01-12_13:58:46_311034	1325024.390625	21.4	-69.0	46.0	-246.0	27.64	301
2014-01-12_13:58:46_418763	1335797.90625	21.4	-7.0	11.0	-265.0	33.08	301
2014-01-12_13:58:46_525657	1346486.6875	21.4	10.0	3.0	-241.0	30.52	301
2014-01-12_13:58:46_633199	1357249.09375	21.4	96.0	-24.0	-212.0	30.18	301
2014-01-12_13:58:46_740191	1367940.390625	21.4	8.0	-49.0	-272.0	29.58	301
2014-01-12_13:58:46_847702	1378750.796875	21.4	2.0	11.0	-330.0	29.43	301
2014-01-12_13:58:46_955177	1389459.890625	21.4	6.0	64.0	-290.0	29.56	301
2014-01-12_13:58:47_063064	1400228.59375	21.4	-25.0	11.0	-361.0	26.22	301
2014-01-12_13:58:47_169752	1410896.578125	21.4	41.0	-46.0	-300.0	26.82	301
2014-01-12_13:58:47_277531	1421675.296875	21.4	21.0	-17.0	-269.0	32.96	301
2014-01-12_13:58:47_385271	1432460.6875	21.4	-36.0	-38.0	-235.0	33.57	301
2014-01-12_13:58:47_492612	1443183.296875	21.4	-10.0	-9.0	-210.0	30.97	301
2014-01-12_13:58:47_600201	1453941.796875	21.4	-13.0	-22.0	-262.0	30.94	301
2014-01-12_13:58:47_708128	1464734.890625	21.4	50.0	-76.0	-356.0	30.99	301
2014-01-12_13:58:47_815075	1475435.703125	21.4	55.0	-41.0	-219.0	31.5	301
2014-01-12_13:58:47_923165	1486238.40625	21.4	-3.0	-33.0	-261.0	29.73	301
2014-01-12_13:58:48_030494	1497007.796875	21.4	7.0	2.0	-223.0	30.77	301
2014-01-12_13:58:48_138700	1507792.09375	21.4	-36.0	-44.0	-277.0	28.49	301
2014-01-12_13:58:48_245776	1518498.796875	21.4	73.0	-54.0	-312.0	32.52	301
2014-01-12_13:58:48_353369	1529266.5	21.4	-29.0	-55.0	-289.0	25.6	301
2014-01-12_13:58:48_460194	1539940.1875	21.4	11.0	-72.0	-314.0	27.97	301
2014-01-12_13:58:48_568262	1550748.390625	21.4	16.0	-82.0	-261.0	28.97	301
2014-01-12_13:58:48_675232	1561451.6875	21.4	78.0	-191.0	-280.0	31.31	301
2014-01-12_13:58:48_783257	1572248.0	21.4	108.0	-240.0	-239.0	28.98	301
2014-01-12_13:58:48_890158	1582937.09375	21.4	41.0	-192.0	-200.0	30.89	301
2014-01-12_13:58:48_998161	1593738.296875	21.4	64.0	-204.0	-288.0	30.82	301
2014-01-12_13:58:49_105062	1604434.484375	21.4	145.0	-191.0	-262.0	29.97	301
2014-01-12_13:58:49_212863	1615207.59375	21.4	62.0	-229.0	-176.0	31.86	301
2014-01-12_13:58:49_319970	1625918.5	21.4	52.0	-73.0	-365.0	29.26	301
2014-01-12_13:58:49_427645	1636685.390625	21.4	-9.0	-130.0	-206.0	31.89	301
