datetime	speed	x	y	z	d	speed_real
2014-01-12_13:24:00_171430	10.2	11.0	122.0	-235.0	0.0	258
2014-01-12_13:24:00_276394	10.4	-10.0	147.0	-196.0	0.0	259
2014-01-12_13:24:00_381418	10.6	25.0	145.0	-213.0	0.0	260
2014-01-12_13:24:00_486768	10.8	-24.0	134.0	-148.0	0.0	261
2014-01-12_13:24:00_592215	11.0	-24.0	134.0	-148.0	0.0	261
2014-01-12_13:24:00_698335	11.2	-43.0	101.0	-148.0	0.0	262
2014-01-12_13:24:00_803569	11.4	-52.0	380.0	-512.0	0.0	263
2014-01-12_13:24:00_908594	11.6	-52.0	380.0	-512.0	0.0	264
2014-01-12_13:24:01_013635	11.8	55.0	119.0	-153.0	0.0	264
2014-01-12_13:24:01_119055	12.0	44.0	180.0	-317.0	0.0	265
2014-01-12_13:24:01_224036	12.2	44.0	180.0	-317.0	0.0	266
2014-01-12_13:24:01_329153	12.4	-42.0	116.0	-224.0	0.0	267
2014-01-12_13:24:01_434429	12.6	-69.0	193.0	-243.0	0.0	267
2014-01-12_13:24:01_539600	12.8	-69.0	193.0	-243.0	0.0	268
2014-01-12_13:24:01_644566	13.0	4.0	153.0	-178.0	0.0	269
2014-01-12_13:24:01_750303	13.2	71.0	155.0	-242.0	0.0	270
2014-01-12_13:24:01_855919	13.4	71.0	155.0	-242.0	0.0	270
2014-01-12_13:24:01_965299	13.6	115.0	112.0	-188.0	0.0	271
2014-01-12_13:24:02_071038	13.8	30.0	84.0	-167.0	0.0	272
2014-01-12_13:24:02_176012	14.0	30.0	84.0	-167.0	0.0	273
2014-01-12_13:24:02_281252	14.2	30.0	125.0	-213.0	0.0	273
2014-01-12_13:24:02_386565	14.4	-32.0	173.0	-246.0	0.0	274
2014-01-12_13:24:02_491534	14.6	-32.0	173.0	-246.0	0.0	275
2014-01-12_13:24:02_597109	14.8	125.0	206.0	-252.0	0.0	276
2014-01-12_13:24:02_702727	15.0	28.0	145.0	-203.0	0.0	276
2014-01-12_13:24:02_808239	15.2	28.0	145.0	-203.0	0.0	277
2014-01-12_13:24:02_913206	15.4	-57.0	165.0	-183.0	0.0	278
2014-01-12_13:24:03_018663	15.6	-101.0	158.0	-218.0	0.0	279
2014-01-12_13:24:03_124423	15.8	-19.0	113.0	-239.0	0.0	280
2014-01-12_13:24:03_229431	16.0	-19.0	113.0	-239.0	0.0	280
2014-01-12_13:24:03_334881	16.2	-7.0	183.0	-235.0	0.0	281
2014-01-12_13:24:03_439887	16.4	-13.0	192.0	-265.0	0.0	282
2014-01-12_13:24:03_545675	16.6	-13.0	192.0	-265.0	0.0	283
2014-01-12_13:24:03_650689	16.8	15.0	154.0	-213.0	0.0	283
2014-01-12_13:24:03_755889	17.0	16.0	118.0	-198.0	0.0	284
2014-01-12_13:24:03_860869	17.2	16.0	118.0	-198.0	0.0	285
2014-01-12_13:24:03_965872	17.4	-26.0	174.0	-200.0	0.0	286
2014-01-12_13:24:04_071142	17.6	73.0	65.0	-167.0	0.0	286
2014-01-12_13:24:04_176317	17.8	73.0	65.0	-167.0	0.0	287
2014-01-12_13:24:04_281555	18.0	-80.0	79.0	-323.0	0.0	288
2014-01-12_13:24:04_386738	18.2	278.0	142.0	-97.0	0.0	289
2014-01-12_13:24:04_491708	18.4	278.0	142.0	-97.0	0.0	289
2014-01-12_13:24:04_597316	18.6	-68.0	131.0	-245.0	0.0	290
2014-01-12_13:24:04_701821	18.8	51.0	80.0	-280.0	0.0	291
2014-01-12_13:24:04_806058	19.0	51.0	80.0	-280.0	0.0	292
2014-01-12_13:24:04_911127	19.2	-52.0	171.0	-320.0	0.0	292
2014-01-12_13:24:05_016192	19.4	-15.0	79.0	-244.0	0.0	293
2014-01-12_13:24:05_121639	19.6	-15.0	79.0	-244.0	0.0	294
2014-01-12_13:24:05_226640	19.8	94.0	137.0	-255.0	0.0	295
2014-01-12_13:24:05_332075	20.0	27.0	84.0	-279.0	0.0	295
2014-01-12_13:24:05_437638	20.2	27.0	84.0	-279.0	0.0	296
2014-01-12_13:24:05_543084	20.4	57.0	127.0	-254.0	0.0	297
2014-01-12_13:24:05_648203	20.6	44.0	102.0	-190.0	0.0	298
2014-01-12_13:24:05_753528	20.8	44.0	102.0	-190.0	0.0	299
2014-01-12_13:24:05_859038	21.0	16.0	139.0	-283.0	0.0	299
2014-01-12_13:24:05_964511	21.2	-52.0	90.0	-227.0	0.0	300
2014-01-12_13:24:06_070419	21.4	1.0	138.0	-295.0	0.0	301
2014-01-12_13:24:06_175783	21.6	1.0	138.0	-295.0	0.0	302
2014-01-12_13:24:06_281267	21.8	95.0	192.0	-255.0	0.0	302
2014-01-12_13:24:06_386636	22.0	-53.0	125.0	-289.0	0.0	303
2014-01-12_13:24:06_492155	22.2	-53.0	125.0	-289.0	0.0	304
2014-01-12_13:24:06_597204	22.4	-13.0	78.0	-247.0	0.0	305
2014-01-12_13:24:06_702194	22.6	11.0	17.0	-271.0	0.0	305
2014-01-12_13:24:06_807842	22.8	11.0	17.0	-271.0	0.0	306
2014-01-12_13:24:06_913351	23.0	-85.0	58.0	-271.0	0.0	307
2014-01-12_13:24:07_018445	23.2	-83.0	4.0	-382.0	0.0	308
2014-01-12_13:24:07_123946	23.4	-83.0	4.0	-382.0	0.0	308
2014-01-12_13:24:07_229053	23.6	-25.0	-31.0	-204.0	0.0	309
2014-01-12_13:24:07_334400	23.8	29.0	-23.0	-128.0	0.0	310
2014-01-12_13:24:07_439734	24.0	29.0	-23.0	-128.0	0.0	311
2014-01-12_13:24:07_544782	24.2	-34.0	-66.0	-172.0	0.0	311
2014-01-12_13:24:07_649832	24.4	-43.0	-110.0	-133.0	0.0	312
2014-01-12_13:24:07_754802	24.6	-43.0	-110.0	-133.0	0.0	313
2014-01-12_13:24:07_860380	24.8	-29.0	-103.0	-218.0	0.0	314
2014-01-12_13:24:07_965789	25.0	17.0	-197.0	-172.0	0.0	314
2014-01-12_13:24:08_071942	25.0	17.0	-197.0	-172.0	0.0	315
2014-01-12_13:24:08_177099	25.0	86.0	-149.0	-211.0	0.0	315
2014-01-12_13:24:08_281797	25.0	5.0	-164.0	-132.0	0.0	315
2014-01-12_13:24:08_387379	25.0	5.0	-164.0	-132.0	0.0	315
2014-01-12_13:24:08_492910	25.0	11.0	-199.0	-172.0	0.0	315
2014-01-12_13:24:08_598542	25.0	24.0	-169.0	-213.0	0.0	315
2014-01-12_13:24:08_703899	25.0	24.0	-169.0	-213.0	0.0	315
2014-01-12_13:24:08_809142	25.0	39.0	-208.0	-185.0	0.0	315
2014-01-12_13:24:08_914738	25.0	28.0	-173.0	-227.0	0.0	315
2014-01-12_13:24:09_020142	25.0	-31.0	-177.0	-198.0	0.0	315
2014-01-12_13:24:09_125501	25.0	-31.0	-177.0	-198.0	0.0	315
2014-01-12_13:24:09_230883	25.0	10.0	-175.0	-230.0	0.0	315
2014-01-12_13:24:09_336337	25.0	71.0	-172.0	-188.0	0.0	315
2014-01-12_13:24:09_442002	25.0	71.0	-172.0	-188.0	0.0	315
2014-01-12_13:24:09_547089	25.0	37.0	-154.0	-151.0	0.0	315
2014-01-12_13:24:09_652097	25.0	6.0	-174.0	-246.0	0.0	315
2014-01-12_13:24:09_757905	25.0	6.0	-174.0	-246.0	0.0	315
2014-01-12_13:24:09_863037	25.0	0.0	-131.0	-245.0	0.0	315
2014-01-12_13:24:09_968534	25.0	118.0	-160.0	-211.0	0.0	315
2014-01-12_13:24:10_073961	25.0	118.0	-160.0	-211.0	0.0	315
2014-01-12_13:24:10_178997	25.0	57.0	-220.0	-194.0	0.0	315
2014-01-12_13:24:10_284539	25.0	-34.0	-170.0	-139.0	0.0	315
2014-01-12_13:24:10_390556	25.0	-34.0	-170.0	-139.0	0.0	315
2014-01-12_13:24:10_495612	25.0	-15.0	-169.0	-115.0	0.0	315
2014-01-12_13:24:10_601627	25.0	132.0	-163.0	-254.0	0.0	315
2014-01-12_13:24:10_707164	25.0	132.0	-163.0	-254.0	0.0	315
2014-01-12_13:24:10_812512	25.0	29.0	-154.0	-226.0	0.0	315
2014-01-12_13:24:10_917907	25.0	66.0	-182.0	-188.0	0.0	315
2014-01-12_13:24:11_023171	25.0	66.0	-182.0	-188.0	0.0	315
2014-01-12_13:24:11_128604	25.0	-15.0	-201.0	-133.0	0.0	315
2014-01-12_13:24:11_233650	25.0	52.0	-181.0	-185.0	0.0	315
2014-01-12_13:24:11_338776	25.0	52.0	-181.0	-185.0	0.0	315
2014-01-12_13:24:11_444024	25.0	-20.0	-159.0	-264.0	0.0	315
2014-01-12_13:24:11_549539	25.0	-24.0	-151.0	-156.0	0.0	315
2014-01-12_13:24:11_655091	25.0	-8.0	-166.0	-149.0	0.0	315
2014-01-12_13:24:11_760500	25.0	-8.0	-166.0	-149.0	0.0	315
2014-01-12_13:24:11_865590	25.0	100.0	-195.0	-138.0	0.0	315
2014-01-12_13:24:11_970895	25.0	79.0	-157.0	-244.0	0.0	315
2014-01-12_13:24:12_076422	25.0	79.0	-157.0	-244.0	0.0	315
2014-01-12_13:24:12_181462	25.0	-30.0	-127.0	-274.0	0.0	315
2014-01-12_13:24:12_287144	25.0	-27.0	-191.0	-215.0	0.0	315
2014-01-12_13:24:12_392797	25.0	-27.0	-191.0	-215.0	0.0	315
2014-01-12_13:24:12_497961	25.0	59.0	-188.0	-129.0	0.0	315
2014-01-12_13:24:12_603812	25.0	-47.0	-197.0	-168.0	0.0	315
2014-01-12_13:24:12_709702	25.0	-47.0	-197.0	-168.0	0.0	315
2014-01-12_13:24:12_815172	25.0	-51.0	-183.0	-137.0	0.0	315
2014-01-12_13:24:12_920350	25.0	78.0	-156.0	-154.0	0.0	315
2014-01-12_13:24:13_025446	25.0	78.0	-156.0	-154.0	0.0	315
