datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:57:47_500222	1068022.609375	20.2	14.0	114.0	-262.0	18.05	296
2014-01-12_13:57:47_606530	1078653.5	20.4	10.0	88.0	-236.0	19.86	297
2014-01-12_13:57:47_713206	1089321.609375	20.6	-13.0	80.0	-213.0	16.8	298
2014-01-12_13:57:47_819235	1099923.703125	20.8	-22.0	108.0	-211.0	16.88	299
2014-01-12_13:57:47_926436	1110704.015625	21.0	-25.0	96.0	-355.0	18.51	299
2014-01-12_13:57:48_035143	1121571.609375	21.0	-40.0	84.0	-278.0	20.57	299
2014-01-12_13:57:48_143345	1132335.390625	21.0	-49.0	36.0	-317.0	22.12	299
2014-01-12_13:57:48_249512	1142950.40625	21.0	3.0	52.0	-238.0	18.82	299
2014-01-12_13:57:48_356410	1153641.5	21.0	0.0	125.0	-225.0	19.41	299
2014-01-12_13:57:48_462772	1164277.59375	21.0	0.0	79.0	-232.0	21.93	299
2014-01-12_13:57:48_569636	1174964.40625	21.0	-14.0	113.0	-327.0	18.89	299
2014-01-12_13:57:48_675804	1185580.796875	21.0	42.0	90.0	-315.0	18.14	299
2014-01-12_13:57:48_782858	1196295.90625	21.0	-25.0	165.0	-284.0	19.26	299
2014-01-12_13:57:48_890871	1207121.890625	21.0	-17.0	130.0	-239.0	19.57	299
2014-01-12_13:57:48_998856	1217886.203125	21.0	38.0	128.0	-195.0	18.89	299
2014-01-12_13:57:49_105188	1228525.390625	21.0	30.0	34.0	-256.0	21.52	299
2014-01-12_13:57:49_212239	1239225.1875	21.0	-33.0	137.0	-314.0	19.36	299
2014-01-12_13:57:49_318515	1249851.296875	21.0	-3.0	170.0	-267.0	20.4	299
2014-01-12_13:57:49_425464	1260547.296875	21.0	35.0	66.0	-266.0	21.1	299
2014-01-12_13:57:49_531821	1271207.109375	21.0	39.0	68.0	-290.0	20.28	299
2014-01-12_13:57:49_639169	1281917.71875	21.0	80.0	130.0	-228.0	19.22	299
2014-01-12_13:57:49_745518	1292552.015625	21.0	53.0	98.0	-193.0	21.03	299
2014-01-12_13:57:49_853035	1303304.40625	21.0	-57.0	141.0	-280.0	21.85	299
2014-01-12_13:57:49_959260	1313926.1875	21.0	-39.0	155.0	-223.0	19.79	299
2014-01-12_13:57:50_066324	1324632.90625	21.0	-49.0	106.0	-265.0	21.96	299
2014-01-12_13:57:50_172758	1335275.90625	21.0	21.0	57.0	-215.0	22.71	299
2014-01-12_13:57:50_279804	1346013.609375	21.0	51.0	54.0	-171.0	21.91	299
2014-01-12_13:57:50_386670	1356666.703125	21.0	47.0	67.0	-245.0	24.89	299
2014-01-12_13:57:50_494087	1367409.703125	21.0	65.0	108.0	-242.0	22.2	299
2014-01-12_13:57:50_600434	1378043.09375	21.0	23.0	83.0	-266.0	21.51	299
2014-01-12_13:57:50_708040	1388804.6875	21.0	-44.0	41.0	-294.0	23.78	299
2014-01-12_13:57:50_814387	1399439.09375	21.0	-19.0	68.0	-331.0	20.96	299
2014-01-12_13:57:50_921740	1410174.609375	21.0	-5.0	115.0	-348.0	21.32	299
2014-01-12_13:57:51_028372	1420837.40625	21.0	45.0	42.0	-277.0	25.94	299
2014-01-12_13:57:51_136014	1431602.59375	21.0	9.0	119.0	-279.0	26.45	299
2014-01-12_13:57:51_242742	1442274.0	21.0	-53.0	106.0	-291.0	27.42	299
2014-01-12_13:57:51_350409	1453041.5	21.0	37.0	16.0	-221.0	25.19	299
2014-01-12_13:57:51_457157	1463715.5	21.0	8.0	106.0	-241.0	26.75	299
2014-01-12_13:57:51_564419	1474496.09375	21.0	66.0	66.0	-222.0	24.46	299
2014-01-12_13:57:51_671567	1485156.40625	21.0	-17.0	93.0	-258.0	25.16	299
2014-01-12_13:57:51_779201	1495924.296875	21.0	-27.0	118.0	-243.0	26.11	299
2014-01-12_13:57:51_886506	1506650.609375	21.0	15.0	61.0	-163.0	24.68	299
2014-01-12_13:57:51_993449	1517344.90625	21.0	38.0	55.0	-178.0	26.57	299
2014-01-12_13:57:52_101083	1528109.09375	21.0	43.0	108.0	-199.0	25.59	299
2014-01-12_13:57:52_207531	1538752.90625	21.0	76.0	17.0	-247.0	22.05	299
2014-01-12_13:57:52_314659	1549465.890625	21.0	27.0	57.0	-228.0	24.04	299
2014-01-12_13:57:52_421853	1560185.3125	21.0	3.0	71.0	-284.0	24.97	299
2014-01-12_13:57:52_528547	1570855.0	21.0	7.0	88.0	-208.0	23.27	299
2014-01-12_13:57:52_635144	1581529.0	21.0	57.0	23.0	-259.0	27.52	299
2014-01-12_13:57:52_741865	1592186.609375	21.0	-66.0	46.0	-273.0	26.5	299
2014-01-12_13:57:52_848270	1602826.59375	21.0	12.0	93.0	-245.0	23.17	299
2014-01-12_13:57:52_954447	1613443.796875	21.0	54.0	73.0	-223.0	22.58	299
