datetime	speed	x	y	z	d	speed_real
2014-01-05_19:49:18_326432	11.2	-159.0	-28.0	-184.0	0.0	262
2014-01-05_19:49:18_430791	11.4	-159.0	-28.0	-184.0	0.0	263
2014-01-05_19:49:18_535449	11.6	-3.0	115.0	-259.0	0.0	264
2014-01-05_19:49:18_639647	11.8	-3.0	115.0	-259.0	0.0	264
2014-01-05_19:49:18_743947	12.0	-3.0	115.0	-259.0	0.0	265
2014-01-05_19:49:18_849274	12.2	62.0	178.0	-253.0	0.0	266
2014-01-05_19:49:18_954768	12.4	62.0	178.0	-253.0	0.0	267
2014-01-05_19:49:19_059061	12.6	62.0	178.0	-253.0	0.0	267
2014-01-05_19:49:19_163294	12.8	42.0	150.0	-235.0	0.0	268
2014-01-05_19:49:19_267537	13.0	42.0	150.0	-235.0	0.0	269
2014-01-05_19:49:19_371764	13.2	42.0	150.0	-235.0	0.0	270
2014-01-05_19:49:19_475902	13.4	17.0	136.0	-150.0	0.0	270
2014-01-05_19:49:19_580412	13.6	17.0	136.0	-150.0	0.0	271
2014-01-05_19:49:19_685410	13.8	17.0	136.0	-150.0	0.0	272
2014-01-05_19:49:19_789819	14.0	-55.0	118.0	-191.0	0.0	273
2014-01-05_19:49:19_894879	14.2	-55.0	118.0	-191.0	0.0	273
2014-01-05_19:49:19_999313	14.4	-55.0	118.0	-191.0	0.0	274
2014-01-05_19:49:20_103697	14.6	52.0	176.0	-223.0	0.0	275
2014-01-05_19:49:20_208702	14.8	52.0	176.0	-223.0	0.0	276
2014-01-05_19:49:20_313170	15.0	52.0	176.0	-223.0	0.0	276
2014-01-05_19:49:20_417225	15.2	67.0	127.0	-332.0	0.0	277
2014-01-05_19:49:20_521744	15.4	67.0	127.0	-332.0	0.0	278
2014-01-05_19:49:20_625867	15.6	67.0	127.0	-332.0	0.0	279
2014-01-05_19:49:20_730260	15.8	64.0	165.0	-204.0	0.0	280
2014-01-05_19:49:20_834328	16.0	64.0	165.0	-204.0	0.0	280
2014-01-05_19:49:20_938911	16.2	64.0	165.0	-204.0	0.0	281
2014-01-05_19:49:21_043055	16.4	-181.0	-21.0	-317.0	0.0	282
2014-01-05_19:49:21_148416	16.6	-181.0	-21.0	-317.0	0.0	283
2014-01-05_19:49:21_252901	16.8	-181.0	-21.0	-317.0	0.0	283
2014-01-05_19:49:21_356995	17.0	-40.0	-9.0	-199.0	0.0	284
2014-01-05_19:49:21_461343	17.2	-40.0	-9.0	-199.0	0.0	285
2014-01-05_19:49:21_566657	17.4	-40.0	-9.0	-199.0	0.0	286
2014-01-05_19:49:21_671679	17.6	65.0	178.0	-145.0	0.0	286
2014-01-05_19:49:21_775510	17.8	65.0	178.0	-145.0	0.0	287
2014-01-05_19:49:21_879601	18.0	65.0	178.0	-145.0	0.0	288
2014-01-05_19:49:21_984461	18.2	64.0	92.0	-355.0	0.0	289
2014-01-05_19:49:22_089533	18.4	64.0	92.0	-355.0	0.0	289
2014-01-05_19:49:22_193792	18.6	64.0	92.0	-355.0	0.0	290
2014-01-05_19:49:22_298866	18.8	87.0	148.0	-83.0	0.0	291
2014-01-05_19:49:22_403837	19.0	87.0	148.0	-83.0	0.0	292
2014-01-05_19:49:22_508269	19.2	87.0	148.0	-83.0	0.0	292
2014-01-05_19:49:22_613184	19.4	48.0	183.0	-168.0	0.0	293
2014-01-05_19:49:22_718291	19.6	48.0	183.0	-168.0	0.0	294
2014-01-05_19:49:22_822661	19.8	48.0	183.0	-168.0	0.0	295
2014-01-05_19:49:22_928493	20.0	-86.0	173.0	-144.0	0.0	295
2014-01-05_19:49:23_034289	20.2	-86.0	173.0	-144.0	0.0	296
2014-01-05_19:49:23_139196	20.4	63.0	158.0	-73.0	0.0	297
2014-01-05_19:49:23_244147	20.6	63.0	158.0	-73.0	0.0	298
2014-01-05_19:49:23_349153	20.8	63.0	158.0	-73.0	0.0	299
2014-01-05_19:49:23_453225	21.0	67.0	145.0	-175.0	0.0	299
2014-01-05_19:49:23_557693	21.2	67.0	145.0	-175.0	0.0	300
2014-01-05_19:49:23_661737	21.4	67.0	145.0	-175.0	0.0	301
2014-01-05_19:49:23_766744	21.6	330.0	141.0	-512.0	0.0	302
2014-01-05_19:49:23_871025	21.8	330.0	141.0	-512.0	0.0	302
2014-01-05_19:49:23_975167	22.0	330.0	141.0	-512.0	0.0	303
2014-01-05_19:49:24_079259	22.2	63.0	-8.0	-512.0	0.0	304
2014-01-05_19:49:24_183607	22.4	63.0	-8.0	-512.0	0.0	305
2014-01-05_19:49:24_288318	22.6	63.0	-8.0	-512.0	0.0	305
2014-01-05_19:49:24_392396	22.8	3.0	151.0	-46.0	0.0	306
2014-01-05_19:49:24_497317	23.0	3.0	151.0	-46.0	0.0	307
2014-01-05_19:49:24_602470	23.2	3.0	151.0	-46.0	0.0	308
2014-01-05_19:49:24_707002	23.4	12.0	173.0	-30.0	0.0	308
2014-01-05_19:49:24_812154	23.6	12.0	173.0	-30.0	0.0	309
2014-01-05_19:49:24_917441	23.8	12.0	173.0	-30.0	0.0	310
2014-01-05_19:49:25_022265	24.0	119.0	98.0	-202.0	0.0	311
2014-01-05_19:49:25_127472	24.2	119.0	98.0	-202.0	0.0	311
2014-01-05_19:49:25_232840	24.4	119.0	98.0	-202.0	0.0	312
2014-01-05_19:49:25_337189	24.6	89.0	129.0	-245.0	0.0	313
2014-01-05_19:49:25_442167	24.8	89.0	129.0	-245.0	0.0	314
2014-01-05_19:49:25_546557	25.0	89.0	129.0	-245.0	0.0	314
2014-01-05_19:49:25_650666	25.2	123.0	131.0	-218.0	0.0	315
2014-01-05_19:49:25_755057	25.4	123.0	131.0	-218.0	0.0	316
2014-01-05_19:49:25_858867	25.6	123.0	131.0	-218.0	0.0	317
2014-01-05_19:49:25_963113	25.8	48.0	94.0	-241.0	0.0	318
2014-01-05_19:49:26_066841	26.0	48.0	94.0	-241.0	0.0	318
2014-01-05_19:49:26_171065	26.2	48.0	94.0	-241.0	0.0	319
2014-01-05_19:49:26_275268	26.4	78.0	210.0	-222.0	0.0	320
2014-01-05_19:49:26_379526	26.6	78.0	210.0	-222.0	0.0	321
2014-01-05_19:49:26_484586	26.8	78.0	210.0	-222.0	0.0	321
2014-01-05_19:49:26_589619	27.0	-122.0	70.0	-117.0	0.0	322
2014-01-05_19:49:26_693991	27.2	-122.0	70.0	-117.0	0.0	323
2014-01-05_19:49:26_798972	27.4	-122.0	70.0	-117.0	0.0	324
2014-01-05_19:49:26_903891	27.6	34.0	51.0	-250.0	0.0	324
2014-01-05_19:49:27_008969	27.8	34.0	51.0	-250.0	0.0	325
2014-01-05_19:49:27_113337	28.0	34.0	51.0	-250.0	0.0	326
2014-01-05_19:49:27_218492	28.2	97.0	116.0	-313.0	0.0	327
2014-01-05_19:49:27_322895	28.4	97.0	116.0	-313.0	0.0	327
2014-01-05_19:49:27_427083	28.6	97.0	116.0	-313.0	0.0	328
2014-01-05_19:49:27_531559	28.8	94.0	97.0	-242.0	0.0	329
2014-01-05_19:49:27_635811	29.0	94.0	97.0	-242.0	0.0	330
2014-01-05_19:49:27_740448	29.2	94.0	97.0	-242.0	0.0	330
2014-01-05_19:49:27_844508	29.4	-156.0	64.0	14.0	0.0	331
2014-01-05_19:49:27_948933	29.6	-156.0	64.0	14.0	0.0	332
2014-01-05_19:49:28_053015	29.8	-156.0	64.0	14.0	0.0	333
2014-01-05_19:49:28_157386	30.0	-117.0	111.0	-57.0	0.0	333
2014-01-05_19:49:28_261599	30.2	-117.0	111.0	-57.0	0.0	334
2014-01-05_19:49:28_366091	30.4	-117.0	111.0	-57.0	0.0	335
2014-01-05_19:49:28_470375	30.6	-103.0	84.0	-136.0	0.0	336
2014-01-05_19:49:28_574811	30.8	-103.0	84.0	-136.0	0.0	337
2014-01-05_19:49:28_678915	31.0	-103.0	84.0	-136.0	0.0	337
2014-01-05_19:49:28_783290	31.2	125.0	169.0	-374.0	0.0	338
2014-01-05_19:49:28_887942	31.4	125.0	169.0	-374.0	0.0	339
2014-01-05_19:49:28_991982	31.6	125.0	169.0	-374.0	0.0	340
2014-01-05_19:49:29_096441	31.8	-35.0	155.0	-194.0	0.0	340
2014-01-05_19:49:29_201121	32.0	-35.0	155.0	-194.0	0.0	341
2014-01-05_19:49:29_305310	32.2	-35.0	155.0	-194.0	0.0	342
2014-01-05_19:49:29_409628	32.4	-75.0	70.0	-98.0	0.0	343
2014-01-05_19:49:29_514439	32.6	-75.0	70.0	-98.0	0.0	343
2014-01-05_19:49:29_618607	32.8	-75.0	70.0	-98.0	0.0	344
2014-01-05_19:49:29_722947	33.0	127.0	26.0	-435.0	0.0	345
2014-01-05_19:49:29_827160	33.2	127.0	26.0	-435.0	0.0	346
2014-01-05_19:49:29_932207	33.4	127.0	26.0	-435.0	0.0	346
2014-01-05_19:49:30_036612	33.6	-27.0	59.0	-221.0	0.0	347
2014-01-05_19:49:30_141588	33.8	-27.0	59.0	-221.0	0.0	348
2014-01-05_19:49:30_245936	34.0	-27.0	59.0	-221.0	0.0	349
2014-01-05_19:49:30_350195	34.2	188.0	74.0	-287.0	0.0	349
2014-01-05_19:49:30_454593	34.2	188.0	74.0	-287.0	0.0	349
2014-01-05_19:49:30_558750	34.2	188.0	74.0	-287.0	0.0	349
2014-01-05_19:49:30_663062	34.2	-135.0	-56.0	-56.0	0.0	349
2014-01-05_19:49:30_768249	34.2	-135.0	-56.0	-56.0	0.0	349
2014-01-05_19:49:30_872599	34.2	-135.0	-56.0	-56.0	0.0	349
2014-01-05_19:49:30_976821	34.2	-4.0	-59.0	-273.0	0.0	349
2014-01-05_19:49:31_082316	34.2	-4.0	-59.0	-273.0	0.0	349
2014-01-05_19:49:31_186768	34.2	-4.0	-59.0	-273.0	0.0	349
2014-01-05_19:49:31_291712	34.2	187.0	1.0	-370.0	0.0	349
2014-01-05_19:49:31_396732	34.2	187.0	1.0	-370.0	0.0	349
2014-01-05_19:49:31_501172	34.2	187.0	1.0	-370.0	0.0	349
2014-01-05_19:49:31_606531	34.2	9.0	13.0	-139.0	0.0	349
2014-01-05_19:49:31_711444	34.2	9.0	13.0	-139.0	0.0	349
2014-01-05_19:49:31_816398	34.2	9.0	13.0	-139.0	0.0	349
2014-01-05_19:49:31_921414	34.2	119.0	111.0	-224.0	0.0	349
2014-01-05_19:49:32_026384	34.2	119.0	111.0	-224.0	0.0	349
2014-01-05_19:49:32_130683	34.2	119.0	111.0	-224.0	0.0	349
2014-01-05_19:49:32_235073	34.2	134.0	1.0	-486.0	0.0	349
2014-01-05_19:49:32_339290	34.2	134.0	1.0	-486.0	0.0	349
2014-01-05_19:49:32_443863	34.2	134.0	1.0	-486.0	0.0	349
2014-01-05_19:49:32_548755	34.2	508.0	160.0	-512.0	0.0	349
2014-01-05_19:49:32_652495	34.2	508.0	160.0	-512.0	0.0	349
2014-01-05_19:49:32_757559	34.2	508.0	160.0	-512.0	0.0	349
2014-01-05_19:49:32_862584	34.2	-118.0	53.0	238.0	0.0	349
2014-01-05_19:49:32_966980	34.2	-118.0	53.0	238.0	0.0	349
2014-01-05_19:49:33_072145	34.2	-118.0	53.0	238.0	0.0	349
2014-01-05_19:49:33_177163	34.2	226.0	178.0	-446.0	0.0	349
2014-01-05_19:49:33_281654	34.2	226.0	178.0	-446.0	0.0	349
2014-01-05_19:49:33_386940	34.2	226.0	178.0	-446.0	0.0	349
2014-01-05_19:49:33_492140	34.2	72.0	22.0	-402.0	0.0	349
2014-01-05_19:49:33_596646	34.2	72.0	22.0	-402.0	0.0	349
2014-01-05_19:49:33_701662	34.2	72.0	22.0	-402.0	0.0	349
2014-01-05_19:49:33_806741	34.2	-5.0	148.0	-204.0	0.0	349
2014-01-05_19:49:33_911166	34.2	-5.0	148.0	-204.0	0.0	349
2014-01-05_19:49:34_015879	34.2	-5.0	148.0	-204.0	0.0	349
2014-01-05_19:49:34_120110	34.2	-30.0	38.0	-329.0	0.0	349
2014-01-05_19:49:34_224502	34.2	-30.0	38.0	-329.0	0.0	349
2014-01-05_19:49:34_329234	34.2	-30.0	38.0	-329.0	0.0	349
2014-01-05_19:49:34_433438	34.2	0.0	-24.0	-209.0	0.0	349
2014-01-05_19:49:34_537796	34.2	0.0	-24.0	-209.0	0.0	349
2014-01-05_19:49:34_642568	34.2	0.0	-24.0	-209.0	0.0	349
2014-01-05_19:49:34_747396	34.2	-41.0	21.0	-171.0	0.0	349
2014-01-05_19:49:34_852361	34.2	-41.0	21.0	-171.0	0.0	349
2014-01-05_19:49:34_957369	34.2	-41.0	21.0	-171.0	0.0	349
2014-01-05_19:49:35_061899	34.2	10.0	-15.0	-164.0	0.0	349
2014-01-05_19:49:35_166136	34.2	10.0	-15.0	-164.0	0.0	349
2014-01-05_19:49:35_271306	34.2	10.0	-15.0	-164.0	0.0	349
2014-01-05_19:49:35_376040	34.2	-50.0	17.0	-156.0	0.0	349
2014-01-05_19:49:35_480984	34.2	-50.0	17.0	-156.0	0.0	349
2014-01-05_19:49:35_585472	34.2	-50.0	17.0	-156.0	0.0	349
2014-01-05_19:49:35_689582	34.2	-27.0	-15.0	-285.0	0.0	349
2014-01-05_19:49:35_794521	34.2	-27.0	-15.0	-285.0	0.0	349
2014-01-05_19:49:35_898855	34.2	-27.0	-15.0	-285.0	0.0	349
2014-01-05_19:49:36_003075	34.2	-224.0	33.0	-1.0	0.0	349
2014-01-05_19:49:36_108154	34.2	-224.0	33.0	-1.0	0.0	349
2014-01-05_19:49:36_213258	34.2	-224.0	33.0	-1.0	0.0	349
2014-01-05_19:49:36_318015	34.2	-196.0	82.0	-137.0	0.0	349
2014-01-05_19:49:36_423066	34.2	-196.0	82.0	-137.0	0.0	349
2014-01-05_19:49:36_528109	34.2	257.0	-58.0	-512.0	0.0	349
2014-01-05_19:49:36_633055	34.2	257.0	-58.0	-512.0	0.0	349
2014-01-05_19:49:36_738131	34.2	257.0	-58.0	-512.0	0.0	349
2014-01-05_19:49:36_842845	34.2	-128.0	-94.0	-201.0	0.0	349
2014-01-05_19:49:36_947927	34.2	-128.0	-94.0	-201.0	0.0	349
2014-01-05_19:49:37_053357	34.2	-128.0	-94.0	-201.0	0.0	349
2014-01-05_19:49:37_158423	34.2	-239.0	-47.0	117.0	0.0	349
2014-01-05_19:49:37_263381	34.2	-239.0	-47.0	117.0	0.0	349
2014-01-05_19:49:37_367747	34.2	-239.0	-47.0	117.0	0.0	349
2014-01-05_19:49:37_472626	34.2	-348.0	-27.0	-112.0	0.0	349
2014-01-05_19:49:37_577019	34.2	-348.0	-27.0	-112.0	0.0	349
2014-01-05_19:49:37_681130	34.2	-348.0	-27.0	-112.0	0.0	349
2014-01-05_19:49:37_785579	34.2	4.0	-145.0	-127.0	0.0	349
2014-01-05_19:49:37_890294	34.2	4.0	-145.0	-127.0	0.0	349
2014-01-05_19:49:37_994494	34.2	4.0	-145.0	-127.0	0.0	349
2014-01-05_19:49:38_099078	34.2	-114.0	-140.0	-202.0	0.0	349
2014-01-05_19:49:38_203269	34.2	-114.0	-140.0	-202.0	0.0	349
2014-01-05_19:49:38_308404	34.2	-114.0	-140.0	-202.0	0.0	349
2014-01-05_19:49:38_412842	34.2	511.0	-250.0	-512.0	0.0	349
2014-01-05_19:49:38_517157	34.2	511.0	-250.0	-512.0	0.0	349
2014-01-05_19:49:38_622748	34.2	511.0	-250.0	-512.0	0.0	349
2014-01-05_19:49:38_727146	34.2	223.0	-242.0	511.0	0.0	349
2014-01-05_19:49:38_832048	34.2	223.0	-242.0	511.0	0.0	349
2014-01-05_19:49:38_936430	34.2	223.0	-242.0	511.0	0.0	349
