datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:35:40_322951	-1453618.8125	21.0	95.0	86.0	-237.0	0.0	299
2014-01-12_13:35:40_427939	-1464118.3125	21.0	31.0	57.0	-245.0	0.0	299
2014-01-12_13:35:40_532357	-1474559.59375	21.0	31.0	57.0	-245.0	0.0	299
2014-01-12_13:35:40_636551	-1484980.203125	21.0	31.0	57.0	-245.0	0.0	299
2014-01-12_13:35:40_740983	-1495422.109375	21.0	125.0	107.0	-222.0	0.0	299
2014-01-12_13:35:40_845668	-1505891.515625	21.0	125.0	107.0	-222.0	0.0	299
2014-01-12_13:35:40_949401	-1516263.921875	21.0	125.0	107.0	-222.0	0.0	299
2014-01-12_13:35:41_053539	-1526679.203125	21.0	-47.0	14.0	-205.0	0.0	299
2014-01-12_13:35:41_158669	-1537198.609375	21.0	-47.0	14.0	-205.0	0.0	299
2014-01-12_13:35:41_263703	-1547704.90625	21.0	-47.0	14.0	-205.0	0.0	299
2014-01-12_13:35:41_368865	-1558221.609375	21.0	9.0	14.0	-201.0	0.0	299
2014-01-12_13:35:41_473425	-1568666.109375	21.0	9.0	14.0	-201.0	0.0	299
2014-01-12_13:35:41_577981	-1579155.203125	21.0	9.0	14.0	-201.0	0.0	299
2014-01-12_13:35:41_682687	-1589592.703125	21.0	50.0	30.0	-296.0	0.0	299
