datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:37:02_784979	-1246389.203125	21.0	37.0	40.0	-266.0	0.0	299
2014-01-12_13:37:02_889438	-1256834.609375	21.0	37.0	40.0	-266.0	0.0	299
2014-01-12_13:37:02_993581	-1267249.296875	21.0	37.0	40.0	-266.0	0.0	299
2014-01-12_13:37:03_098135	-1277703.40625	21.0	75.0	60.0	-303.0	0.0	299
2014-01-12_13:37:03_202382	-1288164.59375	21.0	75.0	60.0	-303.0	0.0	299
2014-01-12_13:37:03_307966	-1298687.296875	21.0	75.0	60.0	-303.0	0.0	299
2014-01-12_13:37:03_412746	-1309164.59375	21.0	39.0	131.0	-313.0	0.0	299
2014-01-12_13:37:03_517922	-1319686.796875	21.0	39.0	131.0	-313.0	0.0	299
2014-01-12_13:37:03_622889	-1330179.1875	21.0	39.0	131.0	-313.0	0.0	299
2014-01-12_13:37:03_728086	-1340699.015625	21.0	-40.0	12.0	-255.0	0.0	299
2014-01-12_13:37:03_832592	-1351148.515625	21.0	-40.0	12.0	-255.0	0.0	299
2014-01-12_13:37:03_937750	-1361665.515625	21.0	-40.0	12.0	-255.0	0.0	299
2014-01-12_13:37:04_042691	-1372159.296875	21.0	-34.0	113.0	-264.0	0.0	299
2014-01-12_13:37:04_147801	-1382670.5	21.0	-34.0	113.0	-264.0	0.0	299
2014-01-12_13:37:04_253185	-1393209.515625	21.0	-34.0	113.0	-264.0	0.0	299
2014-01-12_13:37:04_357861	-1403683.71875	21.0	-28.0	109.0	-250.0	0.0	299
2014-01-12_13:37:04_462898	-1414180.21875	21.0	-28.0	109.0	-250.0	0.0	299
2014-01-12_13:37:04_568472	-1424739.0	21.0	-28.0	109.0	-250.0	0.0	299
2014-01-12_13:37:04_672841	-1435173.484375	21.0	1.0	65.0	-249.0	0.0	299
2014-01-12_13:37:04_777865	-1445676.8125	21.0	1.0	65.0	-249.0	0.0	299
2014-01-12_13:37:04_882824	-1456172.90625	21.0	1.0	65.0	-249.0	0.0	299
2014-01-12_13:37:04_988043	-1466696.0	21.0	42.0	96.0	-268.0	0.0	299
2014-01-12_13:37:05_092458	-1477135.703125	21.0	42.0	96.0	-268.0	0.0	299
2014-01-12_13:37:05_197482	-1487638.59375	21.0	42.0	96.0	-268.0	0.0	299
2014-01-12_13:37:05_302450	-1498135.40625	21.0	90.0	-4.0	-244.0	0.0	299
2014-01-12_13:37:05_407806	-1508671.1875	21.0	90.0	-4.0	-244.0	0.0	299
2014-01-12_13:37:05_512519	-1519141.703125	21.0	90.0	-4.0	-244.0	0.0	299
2014-01-12_13:37:05_617746	-1529665.71875	21.0	-38.0	75.0	-274.0	0.0	299
2014-01-12_13:37:05_722732	-1540163.3125	21.0	-38.0	75.0	-274.0	0.0	299
2014-01-12_13:37:05_828095	-1550700.5	21.0	36.0	25.0	-221.0	0.0	299
2014-01-12_13:37:05_932550	-1561145.0	21.0	36.0	25.0	-221.0	0.0	299
2014-01-12_13:37:06_037606	-1571651.421875	21.0	36.0	25.0	-221.0	0.0	299
2014-01-12_13:37:06_142615	-1582151.390625	21.0	40.0	16.0	-219.0	0.0	299
2014-01-12_13:37:06_247748	-1592665.203125	21.0	40.0	16.0	-219.0	0.0	299
